"Compound ChEMBL ID","Name",SMILES
"CHEMBL1256842","NOMIFENSINE MALEATE","CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O"
"CHEMBL5315060","ENFLICOXIB","C16H12F5N3O2S"
"CHEMBL2103879","GANETESPIB","CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O"
"CHEMBL3137312","DASABUVIR","COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C"
"CHEMBL4458276","ENMETAZOBACTAM","C[n+]1ccn(C[C@@]2(C)[C@H](C(=O)[O-])N3C(=O)C[C@H]3S2(=O)=O)n1"
"CHEMBL1170047","INIPARIB","NC(=O)c1ccc(I)c([N+](=O)[O-])c1"
"CHEMBL5314530","MOSNODENVIR","COc1cc(N[C@H](C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc(S(C)(=O)=O)c1"
"CHEMBL4297377","ELSULFAVIRINE SODIUM","CCC(=O)[N-]S(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1.[Na+]"
"CHEMBL1201599","HUMAN IMMUNOGLOBULIN G",""
"CHEMBL1233528","VOLASERTIB","CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C"
"CHEMBL1255891","NARLAPREVIR","CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1"
"CHEMBL1592","QUINAPRIL","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O"
"CHEMBL4298146","LIFIRAFENIB MALEATE","O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1.O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1"
"CHEMBL6067993","BEROTERKIB","COc1cc(F)cc([C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1.O"
"CHEMBL6068561","ORITINIB","C=CC(=O)Nc1cc(Nc2nccc(-c3c4n(c5ccccc35)CCCC4)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL85164","CAMOSTAT MESILATE","CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O"
"CHEMBL4298174","LANRAPLENIB SUCCINATE","Nc1cncc(-c2cn3ccnc3c(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)n1.Nc1cncc(-c2cn3ccnc3c(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)n1.O=C(O)CCC(=O)O.O=C(O)CCC(=O)O.O=C(O)CCC(=O)O"
"CHEMBL4297674","BRANEBRUTINIB","CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1"
"CHEMBL1581","PERINDOPRIL","CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC"
"CHEMBL2107779","SEMAPIMOD","C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1"
"CHEMBL4442620","RONICICLIB","C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F"
"CHEMBL1083390","INTEPIRDINE","O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1"
"CHEMBL5095265","ANNEXIN A5",""
"CHEMBL5314410","THELIATINIB","C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4C[C@H]5CCN(C)[C@H]5C4)cc23)c1"
"CHEMBL521851","PICTILISIB","CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1"
"CHEMBL1421","DASATINIB ANHYDROUS","Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1"
"CHEMBL5314564","SUNVOZERTINIB","C=CC(=O)Nc1cc(Nc2nccc(Nc3cc(Cl)c(F)cc3C(C)(C)O)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1"
"CHEMBL3039503","LOMIBUVIR","CC(C)(C)C#Cc1cc(N(C(=O)[C@H]2CC[C@H](C)CC2)[C@H]2CC[C@H](O)CC2)c(C(=O)O)s1"
"CHEMBL4297644","SIMUROSERTIB","Cc1n[nH]cc1-c1cc2nc([C@@H]3CC4CCN3CC4)[nH]c(=O)c2s1"
"CHEMBL6068476","FIRMONERTINIB MESYLATE","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C.CS(=O)(=O)O"
"CHEMBL49642","INDIBULIN","O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12"
"CHEMBL3781751","IADADEMSTAT","N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1"
"CHEMBL28527","MAVACOXIB","C16H11F4N3O2S"
"CHEMBL1922660","FIBOFLAPON","CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1"
"CHEMBL1083385","CLOPIDOGREL BISULFATE","COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O"
"CHEMBL1029","MIGLUSTAT","CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO"
"CHEMBL4297629","NEDISERTIB","COc1ccc([C@@H](O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1"
"CHEMBL4297768","IDRABIOTAPARINUX SODIUM",""
"CHEMBL273575","NOMIFENSINE","CN1Cc2c(N)cccc2C(c2ccccc2)C1"
"CHEMBL1200831","SPIRAPRIL HYDROCHLORIDE","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl"
"CHEMBL307429","DUVOGLUSTAT","MOL"
"CHEMBL3301595","DASOTRALINE","19"
"CHEMBL553","ERLOTINIB","C22H23N3O4"
"CHEMBL4802195","ATULIFLAPON",""
"CHEMBL2137530","SERDEMETAN","c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1"
"CHEMBL6068076","SURICAPAVIR","Cn1nc(NS(C)(=O)=O)c2c(Cl)ccc(-n3c([C@H](Cc4cc(F)cc(F)c4)NC(=O)Cn4nc(C(F)F)c5c4C(F)(F)[C@@H]4C[C@H]54)nc4cc(-c5cccc(C(F)(F)F)n5)ccc4c3=O)c21"
"CHEMBL2107774","ROBENACOXIB","CCc1ccc(Nc2c(F)c(F)cc(F)c2F)c(CC(=O)O)c1"
"CHEMBL4802212","FARLETUZUMAB ECTERIBULIN",""
"CHEMBL1205","NELFINAVIR MESYLATE","CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C"
"CHEMBL4545915","PUQUITINIB MESYLATE DIHYDRATE","CS(=O)(=O)O.CS(=O)(=O)O.O.O.c1cnc2ccc(Nc3nc(NC4CC4)c4nc[nH]c4n3)cc2c1"
"CHEMBL1201421","PEGAPTANIB SODIUM",""
"CHEMBL4650285","TEMUTERKIB","Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1"
"CHEMBL4297163","MUPARFOSTAT",""
"CHEMBL5800160","BRIMARAFENIB","O=C1CCc2c(Oc3ccc4c(c3)[C@H]3[C@H](NC(=O)Nc5cc(F)c(F)cc5F)[C@H]3O4)ccnc2N1"
"CHEMBL5314455","BRIGIMADLIN","Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F"
"CHEMBL6068011","FOSELUTOCLAX","Cc1c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(OP(=O)(O)O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C"
"CHEMBL1823872","SOMATOSTATIN","C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O"
"CHEMBL4594446","DOTINURAD","O=C(c1cc(Cl)c(O)c(Cl)c1)N1CS(=O)(=O)c2ccccc21"
"CHEMBL1199307","DISTIGMINE","CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1"
"CHEMBL2103840","DINACICLIB","CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12"
"CHEMBL237500","LINAGLIPTIN","CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C"
"CHEMBL5856622","LEPZACITINIB","CCOC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCCN(C(=O)CC#N)C1"
"CHEMBL4297619","ENARODUSTAT","O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)n2ncnc12"
"CHEMBL3971095","RUZASVIR","COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2cc(F)c3c(c2)O[C@@H](c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C"
"CHEMBL887","RASAGILINE","C#CCN[C@@H]1CCc2ccccc21"
"CHEMBL5199065","ISTISOCICLIB","CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1"
"CHEMBL3112741","RELEBACTAM ANHYDROUS","O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O"
"CHEMBL2013174","VEDROPREVIR","CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O"
"CHEMBL591118","CARMEGLIPTIN","COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2"
"CHEMBL5095163","ISLATRAVIR HYDRATE","C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O.O"
"CHEMBL4208229","ASCIMINIB","O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1"
"CHEMBL5095080","QUABODEPISTAT","O=C1CCc2c(OC[C@]3(O)CCN(c4c(F)cc(Cl)cc4F)C[C@H]3O)ccc(F)c2N1"
"CHEMBL4594441","IFIDANCITINIB","COc1cc(Nc2ncc(C)c(Nc3ccc4oc(=O)[nH]c4c3)n2)cc(C)c1F"
"CHEMBL2403108","CERITINIB","Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1"
"CHEMBL4594348","ELSUBRUTINIB","C=CC(=O)N1CCC[C@@H](c2ccc(C(N)=O)c3[nH]ccc23)C1"
"CHEMBL1560","CAPTOPRIL","C9H15NO3S"
"CHEMBL2103833","TOCERANIB PHOSPHATE","Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1.O=P(O)(O)O"
"CHEMBL637","VENLAFAXINE","COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1"
"CHEMBL4596972","PUQUITINIB","c1cnc2ccc(Nc3nc(NC4CC4)c4nc[nH]c4n3)cc2c1"
"CHEMBL4297855","TECHNETIUM TC-99M TROFOLASTAT CHLORIDE",""
"CHEMBL1694","BENAZEPRIL HYDROCHLORIDE","CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl"
"CHEMBL270995","BRIVANIB ALANINATE","Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1"
"CHEMBL5201870","TEGTOCICLIB","COCc1cc(C(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)n(C)n1"
"CHEMBL3544986","PERINDOPRIL ARGININE","CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC.N=C(N)NCCC[C@H](N)C(=O)O"
"CHEMBL3265032","ENTOSPLETINIB","c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1"
"CHEMBL3617964","ALVELESTAT","Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1"
"CHEMBL4650827","REVUMENIB","CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C"
"CHEMBL222813","ZANAMIVIR","CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N"
"CHEMBL1201753","PITAVASTATIN","O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1"
"CHEMBL4297594","VERDIPERSTAT","CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21"
"CHEMBL4650334","ALDUMASTAT","C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1"
"CHEMBL4299851","PIFLUFOLASTAT","O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(F)nc1)C(=O)O)C(=O)O"
"CHEMBL512351","BETRIXABAN","COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1"
"CHEMBL2105804","IMPLITAPIDE","Cc1cc(C)c2c3ccccc3n(Cc3cccc([C@@H](C(=O)N[C@@H](CO)c4ccccc4)C4CCCC4)c3)c2n1"
"CHEMBL225072","PEMETREXED","Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1"
"CHEMBL3391662","PARITAPREVIR","Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1"
"CHEMBL554","LAPATINIB","CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1"
"CHEMBL1650443","TRELAGLIPTIN","Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O"
"CHEMBL3813842","PAXALISIB","CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12"
"CHEMBL286738","IROSUSTAT","NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3"
"CHEMBL4297694","ANFIBATIDE",""
"CHEMBL334830","RANIRESTAT","O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12"
"CHEMBL4297289","BOMEDEMSTAT","CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1"
"CHEMBL6068600","ZEN-3694",""
"CHEMBL1241855","RIGOSERTIB","COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1"
"CHEMBL5095404","BEMNIFOSBUVIR","CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F"
"CHEMBL3545366","VOXTALISIB","CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21"
"CHEMBL5314608","LOMEDEUCITINIB","[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)[C@@H]2CC23CC3)cc1Nc1ncccc1S(C)(=O)=O"
"CHEMBL2207503","MOBINITINIB","Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1"
"CHEMBL1201174","SITAGLIPTIN PHOSPHATE","N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O"
"CHEMBL2105717","CABOZANTINIB","COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC"
"CHEMBL6068120","EPSAMETOSTAT",""
"CHEMBL6068186","ULINTOCLAX PEGONDRIMER",""
"CHEMBL3989958","IVOSIDENIB","N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1"
"CHEMBL5314474","ODITRASERTIB","CC(C)(C(=O)N1CCOc2c(C#N)cncc2C1)C(F)F"
"CHEMBL4297604","ACEBILUSTAT","O=C(O)c1ccc(CN2C[C@@H]3C[C@H]2CN3Cc2ccc(Oc3ccc(-c4ncco4)cc3)cc2)cc1"
"CHEMBL2180602","TAFETINIB","CCN(CC)CCNC(=O)c1c(C)[nH]c2c1CCC/C2=C1/C(=O)Nc2ccc(F)cc21"
"CHEMBL4297587","VOROLANIB","Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)N[C@H]1CCN(C(=O)N(C)C)C1"
"CHEMBL4802135","NIRMATRELVIR","CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C"
"CHEMBL3545185","SELINEXOR","O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1"
"CHEMBL1200969","DUTASTERIDE","C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12"
"CHEMBL3137301","SACUBITRIL","CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O"
"CHEMBL6068335","PEMETREXED DISODIUM HEMIPENTAHYDRATE","Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+]"
"CHEMBL5314533","OPEVESOSTAT","CS(=O)(=O)N1CCC(COc2coc(CN3Cc4ccccc4C3)cc2=O)CC1"
"CHEMBL211471","NEOSTIGMINE METHYLSULFATE","CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-]"
"CHEMBL6067682","POCIREDIR","Cc1ncccc1-c1cc2c(n3cnnc13)NCc1c(F)ccc3c1[C@H](CO3)CO2"
"CHEMBL5314512","CIVOREBRUTINIB","N#CN1C[C@H](n2nc(-c3ccc(Oc4ccc(Cl)cn4)cc3)c(C(N)=O)c2N)CCC12CC2"
"CHEMBL2303621","DACLATASVIR DIHYDROCHLORIDE","COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl"
"CHEMBL3894860","TRILACICLIB","CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1"
"CHEMBL5314642","RONDAPTIVON PEGOL",""
"CHEMBL5314430","TINENGOTINIB","Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2"
"CHEMBL1201066","VENLAFAXINE HYDROCHLORIDE","C17H28ClNO2"
"CHEMBL710","FINASTERIDE","CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C"
"CHEMBL3989920","PITAVASTATIN SODIUM","O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Na+]"
"CHEMBL3643413","LENIOLISIB","CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1"
"CHEMBL3544978","ZOLIFLODACIN","C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1"
"CHEMBL4206119","UPAMOSTAT","CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(/C(N)=N\O)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1"
"CHEMBL939","GEFITINIB","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1"
"CHEMBL4297421","COH-29","O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc(O)c(O)c1"
"CHEMBL114","SAQUINAVIR","CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1"
"CHEMBL2105987","ATAMESTANE","CC1=CC(=O)C=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]12C"
"CHEMBL5095209","SULANEMADLIN","CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@]1(C)CCCCCC/C=C/CCC[C@@](C)(C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O"
"CHEMBL5314583","FRUNEXIAN","C[C@@H](NC(=O)N1C(=O)[C@H](Cc2ccnc(N)c2)[C@H]1C(=O)O)C1CCCCC1"
"CHEMBL812","PYRIDOSTIGMINE BROMIDE","CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]"
"CHEMBL1091644","LINSITINIB","C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1"
"CHEMBL4594253","MIVAVOTINIB CITRATE","Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"CHEMBL562318","MARDEPODECT","Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1"
"CHEMBL304087","MERIMEPODIB","C23H24N4O6"
"CHEMBL5314572","EMAVUSERTIB MESYLATE","CS(=O)(=O)O.Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1"
"CHEMBL126648","PLEVITREXED","C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1"
"CHEMBL6068542","CANOSIMIBE","COc1ccc([C@@H]2[C@@H](CC[C@H](O)c3ccc(F)cc3)C(=O)N2c2ccc(CNC(=O)CCCCCCCCCCC(=O)NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)cc2)cc1"
"CHEMBL760","ANAGRELIDE","O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1"
"CHEMBL5083170","INAXAPLIN","O=C(CCc1c(-c2ccc(F)cc2)[nH]c2c(F)cc(F)cc12)N[C@@H]1C(=O)NC[C@H]1O"
"CHEMBL4468777","FANOTAPRIM","COc1ncc(-c2cccc(N3CCN(c4cnc(N)nc4N)CC3)c2)cn1"
"CHEMBL4594293","ACALABRUTINIB MALEATE","CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12.O=C(O)/C=C\C(=O)O"
"CHEMBL1092581","NESBUVIR","CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12"
"CHEMBL4116649","LENUMLOSTAT","NCc1cc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)nc(C(F)(F)F)c1"
"CHEMBL5095412","BUNTANETAP TARTRATE","CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@H]12.O=C(O)C(O)C(O)C(=O)O"
"CHEMBL5314498","ZONGERTINIB","C=CC(=O)NC1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1"
"CHEMBL5095229","BEZUCLASTINIB","Cc1[nH]nc(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1C"
"CHEMBL584","NELFINAVIR","Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C"
"CHEMBL1084617","TEMANOGREL","COc1cccc(C(=O)Nc2ccc(OCCN3CCOCC3)c(-c3ccnn3C)c2)c1"
"CHEMBL220491","BRINZOLAMIDE","CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21"
