PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Primary % CPE Inhibition @ 20 uM (Rep 1),Primary % CPE Inhibition @ 20 uM (Rep 2)
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_UNIT,,,,,,,,PERCENT,PERCENT
7984,17433685,2957914,CC(C)OC(=O)C1=CC(=CC(=C1)NC(=S)NC2=C(C=C(C=C2)[N+](=O)[O-])OC)C(=O)OC(C)C,Inactive,0,,,0,0.22
7985,22401805,54723788,C1=CC=C2C(=C1)C(=C(C(=O)N2)C(=O)N/N=C/C3=CC=C(C=C3)F)O,Inactive,1,,,1.78,3.35
7986,22407463,9656065,C1=CC=C2C(=C1)C=CC(=N2)N/N=C/C3=CC=CC=C3Br,Inactive,2,,,0,3.77
7987,17433715,2189101,CCC1=CC=C(C=C1)C(=O)/C=C/NCC2=CC=C(C=C2)F,Inactive,0,,,0,0.21
7988,17508476,5340955,CC1=CC(=CC=C1)CC2C(=O)N(/C(=N\N=C\C3=CC=CO3)/S2)C4=CC=CC=C4,Inactive,1,,,3.61,3.13
7989,17510597,135516994,CC1=C(SC=C1)/C=N/NC2=NC(=CC(=O)N2)C,Inactive,0,,,0,0
7990,17506535,5346416,CCOC(=O)C1=C(N=C(S1)N/N=C/C2=CC=CC=C2)C,Inactive,1,,,0.27,1.58
7991,22402350,4576979,CN1C2=C(C=C(C=C2)S(=O)(=O)C)SC1=NC(=O)C3=CC=CC=C3[N+](=O)[O-],Inactive,2,,,0.17,5.01
7992,22416182,6898086,COC1=C(C=CC(=C1)/C=N/O)OCC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,0,0
7993,17433677,2957707,COC1=C(C=CC(=C1)[N+](=O)[O-])NC(=S)NCC2=CC=CC=N2,Inactive,0,,,1.01,0
7994,22414151,5434101,CC1=CC=C(C=C1)S(=O)(=O)N/N=C\C2=CC3=C(C=C2Br)OCO3,Inactive,0,,,0.06,0
7995,17509241,1247282,C1=CC=C2C=C(C=CC2=C1)N=CC3=CC(=C(C=C3)Br)[N+](=O)[O-],Inactive,0,,,0,0.93
7996,17507701,3142090,CCC(C(=O)O)NC(=S)NC1=CC=CC=C1,Inactive,0,,,0.83,0
7997,17432831,892179,CC(C)CNC(=S)NC1=CC=C(C=C1)OC2=CC=CC=C2,Inactive,1,,,1.32,1.06
7998,17516352,9643104,CCNC(=S)N/N=C(\C)/C1=CC2=CC=CC=C2O1,Inactive,1,,,1.95,0.04
7999,22416063,886104,CCNC(=S)NCCN1CCOCC1,Inactive,0,,,0,0
8000,22408028,4829917,CC1=CSC(=NC2=CN=CC=C2)N1CCCOC,Inactive,1,,,3.06,0.76
8001,17434050,2210801,C1=CC=C(C(=C1)NC(=S)NC2=C(C(=CC=C2)Cl)Cl)OC(F)F,Inactive,0,,,0.39,0
8002,17511193,135512930,CCOC1=CC2=C(C=C1)N=C(S2)/N=C/C3=C(OC(=N3)C4=CC=CC=C4)O,Inactive,1,,,2.19,0.37
8003,17507583,863537,C1CCC(CC1)NC(=S)NC2=CC=C(C=C2)C(=O)O,Inactive,0,,,0,0
8004,22409929,9608382,C1CN(CCN1CC2=CC=CC=C2)CC(=O)N/N=C/C=C/C3=CC=CC=C3[N+](=O)[O-],Inactive,1,,,3.02,0
8005,17432050,972763,CCOC(=O)C1CCN(CC1)C(=S)NC2=CC=CC(=C2C)C,Inactive,0,,,0,0.68
8006,17507807,3176093,CCNC(=S)N(CC1=CC=CO1)CC2=CC3=CC4=C(C=C3NC2=O)OCCO4,Inactive,0,,,0,0
8007,17516848,2494209,CCNC(=S)N=NC1=C(NC2=C1C=C(C=C2)C(C)C)O,Inactive,0,,,0,0
8008,22407861,2571187,CCOC1=CC=C(C=C1)CN(C)C(=S)NCC2=CC=C(C=C2)OC,Inactive,0,,,0,0.27
8009,22405358,6876587,CCOC1=CC=CC=C1/C=N/NC(=O)COC2=CC=CC=C2CC=C,Inactive,3,,,8.51,5.16
8010,22416283,9587390,C1=CC=C(C(=C1)CC(=O)O/N=C(/C2=CC=NC=C2)\N)[N+](=O)[O-],Inactive,0,,,0.22,0.13
8011,17508826,9592092,C/C(=N\NC(=O)COC1=CC=CC=C1)/CC(=O)NC2=CC=CC3=C2CCCC3,Inactive,0,,,0,0
8012,22405665,16239507,CN1CCN(CC1)/N=C/C2=CC(=CC=C2)OC.OP(=O)(O)O,Inactive,1,,,3.09,0
8013,17506128,9635827,CN1C2=CC=CC=C2N=C1SCC(=O)N/N=C/C=C/C3=CC=CC=C3[N+](=O)[O-],Inactive,2,,,3.81,2.29
8014,22403865,6898061,CCOC1=C(C=CC(=C1)/C=N/O)OCC2=CC=C(C=C2)[N+](=O)[O-],Inactive,1,,,1.49,1.59
8015,22401317,135521456,CC1=C(C(=O)NN1)CC(=O)N/N=C(\C)/C2=CC(=C(C=C2)O)OC,Inactive,0,,,0.17,0
8016,22416589,972053,C1=COC(=C1)CNC(=S)NC2=CC=C(C=C2)CC(=O)O,Inactive,0,,,0.08,0
8017,17506478,135498018,C1=CC=C2C(=C1)C=CC(=C2O)/C=N/NC3=CC=CC4=C3N=CC=C4,Inactive,2,,,3.26,4.16
8018,22409556,3598171,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)NC(=S)NCCN3CCOCC3)N4CCOCC4,Inactive,1,,,0.61,1.36
8019,17511278,135479518,COC1=CC(=C(C=C1)/C=N/NC(=O)C2=NN(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)O,Inactive,0,,,0,0
8020,22416275,9587395,C1=CC(=CC=C1C/C(=N/OC(=O)C2=CC=C(O2)Br)/N)[N+](=O)[O-],Inactive,0,,,0,0.46
8021,22404302,2918325,CC1(CC(CC(N1)(C)C)NC(=S)NCC=C)C,Inactive,0,,,0,0
8022,22402592,9619768,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)N/N=C/C(=C/C3=CC=CC=C3)/Br,Inactive,0,,,0,0
8023,22401315,9619750,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)N/N=C/C3=CC=C(S3)Br,Inactive,0,,,0,0
8024,22400538,6870710,CN1C=C(C(=N1)C(=O)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,,,0,0.22
8025,17505475,9606375,CCOC1=C(C=C(C=C1)/C=N/NC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])O,Inactive,1,,,1.87,1.36
8026,17503808,6865182,C/C(=C/C1=CC=CO1)/C=N/NC(=O)CC2=CC=CN2C,Inactive,1,,,0,2
8027,17504262,6323614,CC(=O)/C(=N/NC1=CC=C(C=C1)Br)/SC2=CC=CC3=C2N=CC=C3,Inactive,1,,,1.38,2.06
8028,17504155,6081408,CC1=NC=C(C=C1)C(=O)N/N=C(/C)\C=C\C2=CC3=C(C=C2)OCO3,Inactive,1,,,1.3,0
8029,17508934,9592206,C/C(=N\NC(=O)C1CCCCC1)/CC(=O)NCCC2=CC(=C(C=C2)OC)OC,Inactive,0,,,0.86,0
8030,17504850,135497964,CC(C(=O)N/N=C/C1=C(C(=CC(=C1)[N+](=O)[O-])OC)O)NC2=CC=CC3=CC=CC=C32,Inactive,0,,,0,0
8031,22401254,135521447,COC1=C(C=C(C=C1)CC2=NN=C(NC2=O)N/N=C/C3=CC=C(C=C3)O)OC,Inactive,0,,,0,0.12
8032,17505960,9632744,COC1=C(C=C(C=C1)CC2=NC3=CC=CC=C3N2CC(=O)N/N=C/C4=CC(=C(C=C4)OC)OC)OC,Inactive,0,,,0.66,0.68
8033,17432492,135411494,C1=CC2=C(C=C1Br)C(=CN2)/C=N/NC(=O)C3=CC=NC=C3,Inactive,0,,,0.29,1.2
8034,17510643,3610881,CC1=C(C=CC=C1N=CC2=C(C(=CC(=C2)Br)Br)O)C(=O)O,Inactive,0,,,0,0.11
8035,14719385,792150,CC1=CC=CC=C1N=CC2=C(C(=CC=C2)O)O,Inactive,0,,,0,0
8036,22412052,7311170,CC1=C(C=CC=C1C(=O)O)C2=CC=C(O2)/C=N/NC3=CC=C(C=C3)Br,Inactive,0,,,0,0
8037,17505703,9553398,COC1=C(C=C(C=C1)CC2=NC3=CC=CC=C3N2CC(=O)N/N=C/C4=CC=CC=C4)OC,Inactive,5,,,11.9,12.85
8038,17512784,6877789,CC1=CC2=CC(=C(N=C2C=C1)Cl)/C=N/NC(=O)C3=CC=CC=C3O,Inactive,0,,,0,0.88
8039,22416452,6864707,COC1=C(C(=CC(=C1)/C=N/O)Br)OC,Inactive,0,,,0,0
8040,14729505,9667346,C1CCN(C1)C2=CC(=C(C=C2)[N+](=O)[O-])N/N=C/3\CN4CCC3CC4,Inactive,3,,,3.52,7.82
8041,17506289,1377772,C1=CC=C(C(=C1)N=CC2=C(C(=CC(=C2)Cl)Br)O)Br,Inactive,0,,,0,0.11
8042,22416969,2916136,CC1=CC=C(C=C1)NC(=O)C(=O)NCCN2CCN(CC2)C(=S)NC3=CC=CC=C3,Inactive,1,,,0.89,1.58
8043,22412261,9617814,CN(C)C1=CC=C(C=C1)C2=C(N3C=CC=CC3=N2)/N=C/C4=CC=C(C=C4)Br,Active,6,,,12.54,15.88
8044,17511351,135517031,C=CCC1=C(C(=CC=C1)/C=N/NC(=O)CCC(=O)NC2=CC=C(C=C2)F)O,Inactive,0,,,0,0
8045,17513671,5604970,C1OC2=C(O1)C=C(C=C2)/C=N\NC(=O)CNC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,1,,,0,2
8046,22401316,135521455,CC1=C(C(=O)NN1)CC(=O)N/N=C(/C)\C2=CC=C(C=C2)O,Inactive,0,,,0,0
8047,22401753,1415332,CCN1C(=NN=C1SCC(=O)NNC(=S)NC2=CC=C(C=C2)C)C3=CC=C(C=C3)Cl,Inactive,1,,,0,2.72
8048,22401320,135521457,C1=CC=C(C(=C1)CSC2=NN=C(S2)SCC(=O)N/N=C/C3=CNC4=CC=CC=C43)Cl,Inactive,0,,,0.37,0.92
8049,22401319,6869206,C1=COC(=C1)/C=N/NC(=O)CC2=CC=CS2,Inactive,0,,,0,0.16
8050,17504886,135497968,C1=CC=C2C(=C1)NC(=N2)N/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])O,Inactive,0,,,0,0
8051,17504243,1972676,CCCCN1C2=CC=CC=C2C(=C1O)N=NC(=O)C3=CC=CO3,Inactive,0,,,0,0
8052,22400847,6877633,COC1=CC=CC(=C1)/C=N/N2CCN(CC2)C3=C(C=NC=C3)S(=O)(=O)N4CCCCC4,Inactive,0,,,0,0
8053,22405928,135521582,CCOC1=C(C=CC(=C1)/C=N/NC(=O)CCCC(=O)NC2CCCCC2)O,Inactive,2,,,4.08,5.57
8054,22402983,2426234,C1=CC(=CC=C1NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,Inactive,0,,,0.26,0
8055,17514762,12005888,C1COCCN1C(CNC(=S)NC2=CC=CC(=C2)C(F)(F)F)C3=CN=CC=C3,Inactive,0,,,0,0
8056,22414182,6282303,CC(C(=O)N/N=C\C1=CC=NN1C)OC2=C(C=CC(=C2)Cl)Cl,Inactive,0,,,0,0
8057,17506131,6862604,CC1=C(C(=NN1C2=CC=CC=C2)C)/C=N/NC(=O)CSC3=NN=C(S3)SCC4=CC=CC=C4Cl,Inactive,2,,,3.53,5.54
8058,22408245,3627104,C1CC(OC1)CN2C(=CSC2=NC3=CN=CC=C3)C4=CC=C(C=C4)OC(F)F,Inactive,1,,,0,2.04
8059,22403023,4145705,COC1=CC=C(C=C1)N=C2N(C(=O)C(S2)CC(=O)NC3=CC=CC=C3F)CC4=CC=CO4,Inactive,0,,,0,0.59
8060,22405709,2085862,CC(=O)N1CCN(CC1)C(=S)NCC2=CC=CC=C2,Inactive,1,,,1.44,0
8061,22403844,6103565,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)N/N=C/3\CC(=O)CC(C3)(C)C,Inactive,0,,,0,0
8062,22404284,6901353,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC4=CC=CC=C4O3)/C=N/NC(=O)C5=CC=NC=C5,Inactive,0,,,0,0
8063,17503936,46498878,CN1C(=CC(=O)N(C1=O)C)N/N=C\C2=CC(=CC=C2)O,Inactive,1,,,0.53,1.47
8064,22403641,9676003,COC1=C(C(=C(C=C1)/C=N/NC2=C(C=C(C=N2)C(F)(F)F)Cl)OC)OC,Inactive,0,,,0,0.13
8065,22407584,4968452,CN(CC1COC2=CC=CC=C2O1)C(=S)NC3=CC=CC=C3F,Inactive,0,,,0,0.51
8066,22408083,6906217,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=CS3)C(=O)N/N=C/C4=CN=CC=C4,Inactive,0,,,0,1.01
8067,22414164,17386792,CC1=CC(=C(C=C1)OC)NC(=O)C(=O)N/N=C(\C)/CC(=O)NC2=CN=CC=C2,Inactive,0,,,0,0
8068,17516247,9661422,CC(C)/C(=N/NC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC=C2OC)[N+](=O)[O-])/C,Inactive,0,,,0,0.68
8069,22413715,6068593,COC1=C(C(=CC(=C1)/C=N\N2C(=NN=N2)N)Br)OCC=C,Inactive,0,,,0,0
8070,22404175,6160635,CC/C(=N\N=C\1/N(C(=O)C(S1)C)CC2=CC=CO2)/C3=CC=CC=C3,Active,12,,,14.63,30.67
8071,22416875,2955851,CC(C1=CC2=C(C=C1)OCO2)NC(=S)NC3=CC=C(C=C3)S(=O)(=O)N,Inactive,0,,,1.01,0
8072,22416222,886445,CCNC(=S)NC1=CC=CC=C1C2=CC=CC=C2,Inactive,0,,,0.44,0
8073,22406831,9610178,C/C(=N\NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])/C2=CC=C(C=C2)N3C(=CN=N3)C(C)(C)C,Inactive,1,,,0.38,2.5
8074,22415837,2917824,CC1=C(C(=CC=C1)NC(=S)NC2CCCCCC2)C,Inactive,2,,,4.14,5.98
8075,22416175,2917949,C1=CC(=CC=C1CCNC(=S)NC2=CC=C(C=C2)F)Cl,Inactive,0,,,0,0.24
8076,22408422,2104180,CC1=CC(=C(C=C1NC(=S)NC2=C(C(=CC=C2)Cl)C)OC)OC,Inactive,0,,,0,0.49
8077,17505638,6868856,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C3=CC=C(S3)Br,Inactive,1,,,1.39,0
8078,17433956,2171727,CC1=C(SC=C1C(=O)NNC(=S)NCC=C)C,Inactive,0,,,0,0
8079,22416019,799368,COC1=CC(=C(C=C1)OC)NC(=S)NCC2=CN=CC=C2,Inactive,0,,,0,0
8080,22416025,799293,CC1=C(C=CC=C1Cl)NC(=S)NCC2=CC=CC=C2Cl,Inactive,1,,,0.67,2.77
8081,22402966,9649360,CC1=CC2=C(C=C1)N=C(N=C2N/N=C/C3=CC(=CC=C3)[N+](=O)[O-])C(Cl)(Cl)Cl,Active,14,,,35.42,30.41
8082,17514184,9559717,CC1=NC=CN1CC(=O)N/N=C/C2=CC(=CC=C2)O,Inactive,1,,,0,1.5
8083,17510730,4175459,CC1=CC=C(C=C1)NC(=S)N(CC2=CC=CO2)C3CCN(CC3)C(C)C,Inactive,1,,,0,1.3
8084,22412486,998658,COC1=CC=CC(=C1)NC(=S)NNC(=O)CN2C(=CC(=N2)C(F)F)C(F)F,Inactive,0,,,0,0
8085,22415853,797372,COC1=CC=CC=C1NC(=S)N2CCN(CC2)CC3=CC=CC=C3,Inactive,0,,,0,0.29
8086,22403653,9655438,CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/N(C(=O)C(S2)CC(=O)NC3=CC=C(C=C3)F)C4=CC=CC=C4,Inactive,0,,,0,0
8087,17433773,5338736,C1=CC=C2C=C(C=CC2=C1)C(=O)O/N=C(/C3=CC(=CC=C3)[N+](=O)[O-])\N,Inactive,0,,,0.81,1.2
8088,22415665,883383,CC(C)CNC(=S)NC1=CC=CC=C1F,Inactive,0,,,0.88,0
8089,22411206,6519437,CC1C(=O)N(/C(=N/S(=O)(=O)C2=CC=C(C=C2)Cl)/S1)CC=C,Inactive,0,,,0,0
8090,89853696,9665262,CCOC1=CC=C(C=C1)/C(=N/N2C(=O)C(SC2=NC3=CC=CC(=C3C)C)CC(=O)NC4=C(C=C(C=C4)OC)[N+](=O)[O-])/C,Inactive,0,,,0,0
8091,22411372,9624231,COC1=CC=CC(=C1)NC(=O)CC2C(=O)N(/C(=N/S(=O)(=O)C3=CC=CC=C3)/S2)C4=CC=CC=C4,Inactive,0,,,0,0.29
8092,22401532,4073001,COC1=CC2=C(C=C1)N(C(=NC(=O)C3=CC(=C(C=C3)OC)OC)S2)CC(=O)OC,Inactive,1,,,0,1.79
8093,22402178,745474,C1=C2C(=CC(=C1F)F)NC(=C2N=NC(=S)N)O,Inactive,0,,,0,1.02
8094,22406613,9645520,C/C(=N\NC(=O)CNC1=CC=CC(=C1)C(F)(F)F)/C2=CC=C(C=C2)Br,Inactive,2,,,4.83,2.7
8095,22401851,714733,CC1=C(C(=CC=C1)C)NC(=S)NCCC2=CC=CC=N2,Inactive,0,,,0,0.45
8096,22416946,6898146,CCOC1=C(C=CC(=C1)/C=N/O)OCC2=CC=C(C=C2)C,Inactive,0,,,0,0
8097,17515637,2134454,CC1=CC=C(C=C1)S(=O)(=O)C2=CC3=CC=CC=C3OC2=NC4=CC5=C(C=C4)OCCO5,Inactive,1,,,2.75,2.95
8098,17517276,6901561,CCOC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)N/N=C/C3=C(C=CC4=CC=CC=C43)OC,Inactive,3,,,7.38,1.01
8099,22402980,3623368,CC1=CC(=C(C=C1)C)NC(=S)N(C)CCC2=CC=CC=N2,Inactive,0,,,0,0
8100,17515506,3609780,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)CC(C)C,Inactive,0,,,0,0
8101,22405309,5385000,CCOC(=O)C(C)/C(=N/NC(=S)N)/C,Inactive,0,,,0.79,0
8102,17507596,9592893,CCOC1=C(C=CC(=C1)/C=N/NC(=O)CN2CCCCC2)OCC3=CC(=CC=C3)Cl,Inactive,5,,,6.49,12.45
8103,17517336,6892612,CC1=C(SC=C1)/C=N/NC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3Cl,Inactive,0,,,0,0
8104,22405306,9579875,C1=CC=C(C=C1)COC2=CC=CC=C2/C=N/NC(=O)C3=CC=CS3,Inactive,0,,,0.89,0.65
8105,22405241,568450,C1=CC=C(C(=C1)C#N)N=CC2=CC=C(C=C2)Br,Inactive,0,,,0,0.42
8106,22405308,9631760,COC(=O)N/N=C/1\CCCC2=CC=CC=C21,Inactive,0,,,0,0.02
8107,22405069,681316,C1=CSC(=C1)C=NC2=C(C=CC(=C2)[N+](=O)[O-])F,Inactive,0,,,0,0
8108,17514601,9612529,CC1=CC=C(C=C1)/C=N/N2C(=O)C(=NN3C2=NN=C3)C(C)(C)C,Inactive,0,,,0.02,0.83
8109,22408304,6905781,C1=CC=C(C(=C1)/C=N/OCC(=O)NCC2=CC=CS2)OC(F)F,Inactive,0,,,0,0
8110,22413552,9563595,CC1=C(C(=NN1C)C)/C=N/NC(=O)CCN2C(=C(C(=N2)C)[N+](=O)[O-])C,Inactive,0,,,0,0
8111,22405311,5337750,CCN(CC)C1=CC=C(C=C1)/C=N/N2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,0.18,0.37
8112,17505658,6890859,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,0.37,0.16
8113,22410524,9676223,C/C(=N\NC1=CC=CC=N1)/C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,Inactive,0,,,0,0
8114,22414691,5405094,CC1=NC=C(C=C1)C(=O)N/N=C\C(=C\C2=CC=CC=C2)\C,Inactive,0,,,0,0.02
8115,22414809,9563284,CCN1C2=CC=CC=C2N=C1/C=N/NC(=O)C3=CC=C(C=C3)OC,Inactive,1,,,0.65,1.95
8116,17432190,5333437,CN(C1=CC=CC=C1)/N=C/C2=CC3=C(C=C2)OCO3,Inactive,0,,,0,0.44
8117,17507632,135498031,COC1=CC2=C(CCC3=C2N=C(S3)/N=C/C4=CC=CC=C4O)C=C1,Inactive,0,,,0,0
8118,17513230,135517117,COC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC=C(C=C2)N3C=CC=C3)O,Inactive,0,,,0,0
8119,17508086,5817576,C/C(=N\NC(=O)C1=CC=C(C=C1)OC)/CC(=O)N2CCN(CC2)C=O,Inactive,0,,,0,0
8120,22416219,797388,CC1=CC=C(C=C1)NC(=S)C2=CC=C(C=C2)N(C)C,Inactive,1,,,0.91,3.41
8121,22411690,5835894,CC1=C(C=CO1)C(=O)N/N=C(/C)\C2=CC(=CC=C2)NC(=O)C(F)(F)F,Inactive,0,,,0,0
8122,22410435,6893230,CC1=NN(C(=C1/C=N/NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCCC3)Cl)C4=CC=CC=C4,Inactive,1,,,0.8,2.03
8123,17505155,135466644,C1COCCN1C2=NC(=NC(=C2)N/N=C/C3=CC(=C(C=C3)O)O)N4CCOCC4,Inactive,0,,,0,0
8124,22410067,135401236,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)CCC(=O)N/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive,0,,,0,0
8125,22415941,1328006,CC1=CC(=C(C=C1)NC(=S)C2=NC3=CC=CC=C3N2)C,Inactive,0,,,0.36,0.21
8126,17510774,3675040,CC1=CC(=C(C=C1)NC(=S)N(CC2=CC=CO2)C3CCN(CC3)C(C)C)C,Inactive,1,,,0.44,1.61
8127,22410440,9642777,C/C(=N\NC1=NC=C(C=C1)C(F)(F)F)/C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,Inactive,0,,,0,0
8128,17433768,2212711,CC1=C(N=C2C=C(C=CC2=N1)NC(=S)N(C)C3=CC=C(C=C3)OC)C,Inactive,0,,,0.42,1.2
8129,17508235,3170814,CCOC1=CC(=C(C=C1NC(=O)C2=CC=CS2)OCC)NC(=S)NCCCOC,Inactive,0,,,0.91,0
8130,17508293,3192426,CC1CCCCC1NC(=S)NC2=CC=C(C=C2)C(=O)OC,Inactive,0,,,0,0.85
8131,22402967,9652517,C1=CC=C2C(=C1)C(=NC(=N2)C(Cl)(Cl)Cl)N/N=C/C3=CC(=CC=C3)[N+](=O)[O-],Inactive,2,,,1.22,5.1
8132,17504319,703513,C1CN\2CCC1C(=O)/C2=C/C3=CC4=C(C=C3)OCO4,Inactive,0,,,0,0
8133,22414949,9563829,COC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC3=CC=CC=C3C=C2O)OCCN4CCCCC4,Inactive,1,,,1.46,0.34
8134,17504556,135419603,C1=CC=C2C(=C1)C(=CN2)/C=N/NC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,0.74,0
8135,17432347,1838034,CC(C)C1=CC=C(C=C1)NC(=S)NCCC2=CNC3=CC=CC=C32,Inactive,0,,,0,0
8136,17516207,135517191,CCOC(=O)C1=C(C=C(S1)/N=C/C2=C(C=CC3=CC=CC=C32)O)C,Inactive,0,,,0.38,0.08
8137,22407638,6055271,CCOC1=CC=C(C=C1)/C=N/OCC(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3,Active,6,,,12.38,13.76
8138,17512685,5514837,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC(=O)N/N=C\C(=C\C3=CC=CC=C3)\Cl,Inactive,2,,,4.44,1.33
8139,22411038,135401291,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N/N=C/C2=CC(=C(C(=C2)OC)O)OC,Inactive,0,,,1.11,0.3
8140,17512584,9628881,CC1=CC(=NC(=N1)NCC2=CC=CC=C2)N/N=C/C3=CC(=CC=C3)Cl,Inactive,0,,,0,0
8141,17431832,2898120,CCC1=CC=C(C=C1)OCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC=C2OC,Active,7,,,17.9,6.59
8142,22416994,6898163,C1=CC=C(C(=C1)COC2=CC=CC=C2/C=N/O)F,Inactive,0,,,0,0
8143,22413133,843847,CC1=C(C=CO1)C(=O)NNC(=S)NCC2=CC=CC=C2,Inactive,0,,,0.14,0
8144,22406768,135507985,CCOC(=O)C1=C(SC(=C1C)C(=O)OC)N=N/C(=C(\CCl)/O)/C(=O)OCC,Inactive,0,,,0,0.33
8145,22414671,9605684,C/C(=N\NC(=O)CN(C1=CC=CC=C1Br)S(=O)(=O)C)/C2=CC=C(C=C2)NC(=O)C,Inactive,0,,,0,0
8146,22406735,9670310,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)/C=N/NC4=CC=C(C=C4)S(=O)(=O)N,Inactive,0,,,0,0
8147,22407144,2140727,CC1=C(C=NN1C2=CC=C(C=C2)[N+](=O)[O-])C(=S)NC3=CC=CC=C3,Inactive,0,,,0.5,0
8148,17507345,9592266,C1COCCN1C2=NC(=NC(=N2)N/N=C/C3=CC(=CC=C3)[N+](=O)[O-])NCC4=CC=CC=C4,Inactive,1,,,0,2.77
8149,17503954,4113711,CCOC1=CC2=C(C=C1)N(C(=C2N=NC(=N)N)O)C,Inactive,0,,,0.08,0
8150,22415034,6877635,C1CCN(CC1)S(=O)(=O)C2=C(C=CN=C2)N3CCN(CC3)/N=C/C4=CC=CC=C4[N+](=O)[O-],Inactive,1,,,2.83,0.27
8151,17511256,135517022,CC1=CC=CC=C1NC(C)C(=O)N/N=C/C2=C(C(=CC(=C2)[N+](=O)[O-])OC)O,Inactive,0,,,0,0
8152,17510675,6163361,CN1C=C(C2=C1C=CC(=C2)S(=O)(=O)N3CCCCC3)/C=N\NC(=S)NC4=CC=CC=C4OC,Inactive,1,,,2.35,1.38
8153,22415906,2254949,C1=CC(=CC(=C1)F)NC(=S)NCC2=CN=CC=C2,Inactive,0,,,0,0
8154,22413051,56642839,CCO.C/C(=N\NC1=NC(=NC(=N1)NC2=CC=CC3=CC=CC=C32)N4CCOCC4)/C5=CC=C(C=C5)NC(=O)C,Inactive,0,,,0,0
8155,17506822,5331821,C1CCCN(CCC1)CC(=O)N/N=C/C2=CC=CC=C2F,Inactive,1,,,1.26,0.35
8156,22413107,9595505,COC1=CC(=C(C=C1)/C=N/NC2=NC(=NC(=N2)NC3=CC=CC=C3)N4CCCCC4)OC,Inactive,1,,,1.77,0.31
8157,17512530,4105081,CC1=CC=CC=C1NC(=S)N=NC2=C(N(C3=C2C=C(C=C3)S(=O)(=O)N4CCOCC4)C)O,Inactive,0,,,0,0.63
8158,17506853,9585533,CC1=CC=C(C=C1)S(=O)(=O)N(C)/N=C/C=C/C2=CC=CC=C2,Inactive,0,,,0,0
8159,17507588,9592692,C1CCN(CC1)C(=O)COC2=CC=C(C=C2)/C=N/NC(=O)CSCC3=CC=CC=C3Br,Inactive,1,,,0.21,2.72
8160,17506857,5339531,CC1=CC=C(C=C1)OCC(=O)N/N=C(/C)\C=C\C2=CC3=C(C=C2)OCO3,Inactive,0,,,0.97,0
8161,22403587,9684091,CN=C1N(C(=O)C(S1)CC(=O)NC2=C(C=C(C=C2)F)F)/N=C/C3=CC=C(C=C3)OCC=C,Inactive,1,,,0.19,1.45
8162,22410791,2348274,CC(C)N1C2=CC=CC=C2C(=C1O)N=NC(=O)CN3C=CC(=N3)C(F)(F)F,Inactive,0,,,0,0
