PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Primary % CPE Inhibition @ 20 uM (Rep 1),Primary % CPE Inhibition @ 20 uM (Rep 2)
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_UNIT,,,,,,,,PERCENT,PERCENT
8163,22412332,1240080,C1=CC=NC(=C1)C=NC2=CC=C(C=C2)Br,Inactive,0,,,0,0
8164,22412331,9725865,CCCCNC(=O)CCCCC(=O)N/N=C/C1=CC=C(C=C1)Cl,Inactive,0,,,0,0.11
8165,22406530,6900120,C1=CC=C(C=C1)C2=NN(C=C2C(=O)N/N=C/C3=COC4=CC=CC=C4C3=O)C5=CC=CC=C5,Inactive,2,,,4.43,4.09
8166,17511279,5883113,C1=CC=NC(=C1)N/C(=N/S(=O)(=O)C2=CC=C(C=C2)Cl)/C3=CC=C(C=C3)Cl,Inactive,0,,,0,0.05
8167,22403200,2906209,COC1=CC=C(C=C1)NC(=S)NC2CCS(=O)(=O)C2,Inactive,0,,,0,0.61
8168,17432053,1870676,CC1=C(C(=CC=C1)NC(=S)N2CCN(CC2)CC3=CC=CC=C3)C,Inactive,1,,,0,2.02
8169,17511263,3308621,CC1=CC(=C(C(=C1)C)NC(=S)N(CCCOC)C(C)C2=CC=NC=C2)C,Inactive,0,,,0,0.09
8170,17511210,4107567,CCOC(=O)N=NC1=C(N(C2=CC=CC=C21)CC=C)O,Inactive,0,,,0,0
8171,22410794,9631088,C1=CC(=CC(=C1)N/N=C/C2=CC=CS2)C(=O)O,Inactive,0,,,1.09,0
8172,860291,1862881,COC(=O)/C=C/1\C(=O)N(/C(=C(\C#N)/C(=O)N2CCCCC2)/S1)C3=CC=CC=C3,Inactive,0,,,0.12,0.41
8173,22404610,9653096,C1=CC=C2C(=C1)C=CC=C2/C=N/NC3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,0.09,1.02
8174,17514473,7197404,CC1=C(C=C(C=C1)S(=O)(=O)NC(=NCCC2=CC=C(C=C2)Cl)N)C,Inactive,0,,,0,0
8175,22403639,5060860,CC1CC1C(=O)OCC(=O)NC2=CC=C(C=C2)N=NC3=CC=CC=C3,Inactive,0,,,0.49,0
8176,22415568,2454783,COC1=CC(=C(C=C1)OC)NC(=S)NCCCN2CCOCC2,Inactive,0,,,0,0
8177,22405132,135490425,CC1=CC(=CC=C1)NC(=S)N/N=C/C2=CNC3=CC=CC=C32,Inactive,0,,,0,0
8178,17511161,135420199,CC1=C(C=CC(=C1)CCCC(=O)N/N=C/C2=C(C(=CC=C2)OC)O)OC,Inactive,0,,,0,0.76
8179,17516344,6892678,CC1=NN(C(=C1/C=N/NC(=O)CNC2=CC=C(C=C2)OC)Cl)CC3=CC=CC=C3,Inactive,0,,,1,0
8180,22406436,135521592,C1=CC=C(C=C1)/C(=N\N=C\C2=CC(=C(C=C2)O)O)/C(=O)C3=CC=CC=C3,Inactive,1,,,0,1.39
8181,22414764,15945810,CN=C(C1=CC=C(C=C1)Cl)NC2CCCCC2.Cl,Inactive,0,,,0,0
8182,22406064,2319403,CCOC(=O)C(=NC1CCCCC1)NNC2=CC=CC(=C2)C(F)(F)F,Inactive,3,,,7.76,3.04
8183,17432543,1919676,CC(=O)C1=CC(=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)N/C=C/C(=O)C3=CC=C(C=C3)OC,Inactive,1,,,0.04,2.25
8184,17516246,135517193,CNC(=S)N/N=C/C1=C(C(=CC(=C1)Br)Br)O,Inactive,0,,,0.26,0.78
8185,17432502,5339403,CC1=CC=C(C=C1)C2=CSC(=N2)N/N=C/C3=CC=C(C=C3)C(=O)OC,Inactive,0,,,0,0.92
8186,17506359,1932780,C1CC2=CC=CC=C2N(C1)/C=C\3/C(=O)NC(=O)N(C3=O)CC4=CC=CC=C4,Inactive,1,,,0,1.84
8187,17512743,135517100,COC1=C(C=C(C=C1)CC2=NN=C(NC2=O)N/N=C/C3=CC=CC=C3O)OC,Inactive,0,,,0,0
8188,17509751,9596616,COC1=CC=C(C=C1)C(=O)N/N=C/C2=CC(=C(C=C2)OC(=O)C3=CC=CC4=CC=CC=C43)[N+](=O)[O-],Inactive,2,,,1.81,5.38
8189,22405191,832284,CCN(CC)C1=CC=C(C=C1)N=CC2=CC=C(O2)[N+](=O)[O-],Inactive,0,,,0,0
8190,17431915,135425007,COC1=CC=CC(=C1O)/C=N/NC(=O)C2=NC(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,0,0.72
8191,17506316,135498015,COC1=C(C=CC(=C1)/C=N/NC(=O)CNC(=O)C2=CC=CS2)O,Inactive,4,,,10.31,0
8192,22400511,135521409,C1=CC=C2C(=C1)C=CC=C2C3=NC(=C(O3)O)/C=N/C4=NC=CS4,Inactive,1,,,2.64,0.44
8193,17503840,9635427,CN1C2=CC=CC=C2N=C1SCC(=O)N/N=C/C=C/C3=CC=CO3,Inactive,0,,,0,0
8194,17432812,797376,COC1=CC=CC=C1NC(=S)C2=CC=CC=C2,Inactive,0,,,0,0
8195,17433315,1609464,CCCOC1=CC=C(C=C1)CNC(=S)NCC2=CC=C(C=C2)OC(C)C,Inactive,0,,,0,0.35
8196,17515234,2160949,CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C1=NC(=O)C4=C(ON=C4C5=C(C=CC=C5Cl)F)C)C(C)C,Inactive,1,,,2.7,0.72
8197,17511260,135517024,CC1=CC(=CC=C1)N=NC2=C3C=CC=NC3=C(C=C2)O,Inactive,0,,,0.77,1.1
8198,22403360,880302,C1OC2=C(O1)C=C(C=C2)CNC(=S)NC3=CC=CC=C3F,Inactive,1,,,0,1.41
8199,22401321,135521458,C1=CC=C2C(=C1)C=CC=C2CSC3=NN=C(S3)SCC(=O)N/N=C/C4=CNC5=CC=CC=C54,Active,10,,,24.51,23.07
8200,22405230,6858751,CC1=CC(=C(C(=C1)C)/C=N/N2C(=CC(=C(C2=O)C#N)C)C)C,Inactive,0,,,0.65,1.03
8201,17431498,9593057,C/C(=N\NC(=O)CC1=CC=CS1)/CC(=O)NC23CC4CC(C2)CC(C4)C3,Inactive,0,,,0,0
8202,22401699,5677350,C1C2=CC=CC=C2/C(=N/C(=O)NC3=CC=C(C=C3)Cl)/N1C4=CC=C(C=C4)C#N,Inactive,2,,,0,4.26
8203,17431503,9592603,CC1=CC(=C(C(=C1)C)NC(=O)C/C(=N/NC(=O)C2=NC=CN=C2)/C)C,Inactive,0,,,0.96,0
8204,17513385,9695924,C1=CC=C(C=C1)/C=C(\C=N\NC(=O)C2=CC3=C(C=C2)N=CN3)/Br,Inactive,3,,,7.51,2.22
8205,22411168,9664956,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CO/N=C/C3=CC=CC=C3OC(F)F,Inactive,0,,,0,0
8206,22411389,135401311,CC1=CC(=CC=C1)N=C2N(C(=CS2)C3=CC4=C(C=C3)OCC(=O)N4)/N=C/C5=CC(=C(C=C5)O)OC,Inactive,0,,,0,0.59
8207,14719355,2180657,CCCCCCNC1=C(C(=O)OC(=C1)C)C(=O)C,Inactive,0,,,0,0.8
8208,22415914,2917530,CC1=CC(=CC(=C1)NC(=S)NCC2=CN=CC=C2)C,Inactive,0,,,0,0.12
8209,17514200,6889118,C#CCN1C=C(C2=CC=CC=C21)/C=N/NC(=O)COC3=CC=CC4=C3N=CC=C4,Inactive,1,,,2.24,0.9
8210,17507681,1141546,CC1=C2C=C(C(=O)NC2=C(C=C1)C)CN(CC3=CC=CS3)C(=S)NCC4=CC=CO4,Inactive,0,,,0,0.33
8211,22402854,706957,COC1=CC=CC=C1NC(=S)NC2=CC=CC=N2,Inactive,1,,,0.14,2.2
8212,22412852,681212,CCN(CC)C1=CC=C(C=C1)N=CC2=C(NC3=CC=CC=C32)C,Inactive,4,,,5.14,9.03
8213,22401392,2530567,CCOC(=O)/C=C\1/N(C(=O)/C(=C/C2=CC=C(C=C2)C)/S1)CC(=O)NCC3=CC=CO3,Inactive,0,,,0.04,0
8214,17505400,1872699,CC1=CC(=NC(=N1)NC(=NCCC2=CNC3=CC=CC=C32)NC(=O)NC4=CC=CC=C4)C,Active,6,,,11.7,15.35
8215,17517014,6906806,CC1=NN(C(=C1/C=N/NC(=O)CNC2=CC=CC(=C2)C(F)(F)F)Cl)CC3=CC=CC=C3,Inactive,0,,,0,0
8216,17511295,4124866,CC1=C(C(=CC=C1)C)NC(=S)N(CCOC)C(C)C2=CN=CC=C2,Inactive,0,,,0,0
8217,17511242,135517019,CCSC1=NN=C(C(=O)N1)C2=CC=CC=C2N=CC3=C(NN(C3=O)C4=CC=CC=C4)C,Inactive,1,,,1.72,0
8218,22408124,6905841,C1=CSC(=C1)CNC(=O)CO/N=C/C2=CC=C(C=C2)OC(F)F,Inactive,0,,,0,0
8219,17513913,4040136,C1=CC=C(C=C1)N=C2N(C(=O)C(S2)CC3=CC=C(C=C3)Br)C4=CC=CC=C4,Active,7,,,6.08,18.58
8220,22404168,11838403,CC1=CC=C(C=C1)OCC(=O)N/N=C/2\CCOC3=C2C=CC=C3OC,Inactive,0,,,0,0
8221,17506281,792025,CC1=CC(=CC=C1)N=CC2=C(C(=CC(=C2)OC)[N+](=O)[O-])O,Inactive,0,,,0.02,0.34
8222,17508107,9594701,CC1=CC(=C(C=C1)C2=CSC(=N2)N/N=C/C3=CC=CO3)C,Inactive,0,,,0,0
8223,17511191,135517011,CC1=CC=C(C=C1)NC(=O)CCC(=O)N/N=C/C2=CC=CC(=C2O)CC=C,Inactive,0,,,0,0
8224,17507627,9564281,COC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(C=C2)OC(=O)C3=CC=CC=C3,Inactive,3,,,4.92,6.4
8225,17505763,6224549,CCCOC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=CC=C(C=C4)OCC,Inactive,0,,,0,0
8226,17508358,6860194,CC1=CC=CC=C1C(=O)N/N=C/2\N(C(=O)CS2)CC3=CC4=C(C=C3)OCO4,Inactive,0,,,0,0
8227,22405104,3516950,CC(C1=CC=CC=C1)NC(=S)N2CCOCC2,Inactive,0,,,0,0
8228,17507831,9591937,C/C(=N\NC(=O)CC1=CC(=C(C=C1)OC)OC)/CC(=O)NCC2=CC=C(C=C2)OC,Inactive,1,,,0.73,1.46
8229,17507612,135472533,C1=CNC(=C1)/C=N/NC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,0,0
8230,22408308,135521608,C1=CC=C(C=C1)/C(=C(/C(=O)NC2=CN=CC=C2)\N=NC3=C(C=CC=C3Cl)Cl)/O,Inactive,3,,,1.05,7.71
8231,22403652,2444373,CCOC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=S)NCC3=CC=CO3,Inactive,0,,,0.62,0.68
8232,22410456,9609988,C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)N/N=C/C3=CC=NC=C3)[N+](=O)[O-],Inactive,1,,,2.19,1.14
8233,22405212,9610313,C1=CC=C(C=C1)N\2C(=O)C(S/C2=N\S(=O)(=O)C3=CC=CC=C3)CC(=O)NC4=CC=C(C=C4)F,Inactive,0,,,0,0
8234,22403314,5350572,C/C(=N/N=C/C1=CC=C(C=C1)N(C)C)/C2=CC=CC=C2,Inactive,1,,,2.34,1.01
8235,17504879,135497967,CC1=CC=C(C=C1)NC(=O)CCC(=O)N/N=C/C2=C(C=CC(=C2)[N+](=O)[O-])O,Inactive,0,,,0,0.57
8236,17516206,9679069,CC1(C/C(=N/NC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3OC)/CC(=O)C1)C,Inactive,0,,,0.76,0
8237,17516209,4440231,CC1=CC(=CC(=C1)NC(=S)NC2=CC(=C(C=C2)Cl)S(=O)(=O)NC3=CC=CC=C3OC)C,Inactive,4,,,9.26,7.15
8238,17516277,6902790,CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)N/N=C/C3=CC(=CC=C3)[N+](=O)[O-],Inactive,3,,,7.32,6.61
8239,17512689,135517098,CC1=CC=C(C=C1)CN2CCN(CC2)CC(=O)N/N=C/C3=CNC4=CC=CC=C43,Inactive,0,,,0.68,0.9
8240,17512800,5390381,CC1=CC=C(C=C1)C2=NNC(=S)N2/N=C\C3=CC=CO3,Inactive,0,,,0,0
8241,17512568,9676640,C1CN(CCN1CC2=CC=CC=C2Cl)CC(=O)N/N=C/C=C/C3=CC=CC=C3[N+](=O)[O-],Inactive,3,,,1.74,8.55
8242,17513309,6882437,C1=CC(=CC(=C1)[N+](=O)[O-])/C=N/NC(=O)C2=NC=CN=C2,Inactive,1,,,2.66,0.78
8243,17512636,6881337,CC1=C(C=C(C=C1)C2=CC=C(O2)/C=N/NC(=O)CSC3=NN=C(S3)C)Cl,Inactive,2,,,4.32,1.42
8244,17516300,6901972,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)N/N=C/C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Inactive,1,,,0.85,3.04
8245,17512687,6887454,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC(=O)N/N=C/C3=CC=C(S3)Br,Inactive,1,,,0,1.3
8246,17511261,135517025,CC1=C(C(=O)NC(=N1)C)CC(=O)N/N=C(\C)/C2=CC=C(C=C2)OC,Inactive,0,,,0,0
8247,22415008,135401470,COC1=CC(=CC(=C1O)OC)/C=N\NC(=O)C2=CC=C(O2)CN3C=C(C(=N3)[N+](=O)[O-])Br,Inactive,0,,,0,0
8248,17432684,6894066,CC1=CC2=C(C=C1)C(=C(S2)C(=O)N/N=C/C3=CC=CN3C)Cl,Inactive,1,,,1.05,2.24
8249,17516507,2325968,CCN1C(=NC2=C1C=CC(=C2)C(=O)NNC(=S)NC3=C(C=C(C=C3)Cl)Cl)C,Inactive,0,,,0,0
8250,22406728,9622040,C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)N/N=C/C3=CN=CC=C3)[N+](=O)[O-],Inactive,0,,,0.58,0.98
8251,22406738,2351660,CC1=CC(=C(O1)C)C(=O)N=NC2=C(N(C3=CC=CC=C32)C)O,Inactive,1,,,0,2.21
8252,22405773,9610784,CC1=CC(=C(O1)C)C(=O)N/N=C(\C)/CC2=CC=C(C=C2)OC,Inactive,0,,,0,0
8253,22406455,9622857,C\1C(OC2=CC=CC=C2/C1=N\NC(=O)COC3=CC=C(C=C3)C#N)C4=CC=CC=C4,Inactive,1,,,3.65,0.39
8254,22415015,833010,CC1=CC(=C(C=C1)O)N=CC2=CC=CS2,Inactive,0,,,0,0
8255,17432361,5331860,C1=CC=C(C=C1)/C=N/NC2=C(C(=C(C(=N2)Cl)C#N)Cl)Cl,Inactive,0,,,0,0
8256,22406736,6900958,COC1=CC=C(C=C1)C2=NN(C=C2/C=N/NC(=O)C3=CC(=CC=C3)S(=O)(=O)NC4=CC=CC=C4OC)C5=CC=CC=C5,Inactive,0,,,0,0
8257,22400457,135521407,CCC1=C(SC=C1C(=O)N/N=C/C2=C(NN=C2)C3=CC=C(C=C3)F)C,Inactive,1,,,2.08,2.99
8258,22414460,6861406,COC1=CC=C(C=C1)/C=N/N2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,0,0.31
8259,17516505,9653311,CC1=NN(C(=C1/C=N/NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CN=CC=C4)N5CCCC5)C6=CC=CC=C6,Inactive,2,,,4.66,6.2
8260,17516391,2329604,CCN1C(=NC2=C1C=CC(=C2)C(=O)NNC(=S)NC3=CC=CC=C3Cl)C,Inactive,0,,,0,0
8261,22416082,886476,C1CN(CCN1C2=CC=CC=N2)C(=S)NC3=CC=CC=C3F,Inactive,0,,,0.27,0.31
8262,22400516,5424606,C/C(=N/NC(=O)C1=CC2=C(C=C1)N=CN2)/C3=CC=CS3,Inactive,0,,,0,0
8263,17432597,5406988,C1C/C(=N\NC(=O)C2=CC=CC=C2O)/C3=CC=CC=C31,Inactive,0,,,0,0
8264,17512664,1831543,CC1=C(C(=CC=C1)C)NC(=S)N2CCC3=CC(=C(C=C3C2)OC)OC,Inactive,0,,,0,0
8265,17513841,6390914,CCOC(=O)/C(=C\C1=CNC2=CC=CC=C21)/NC(=O)C,Inactive,0,,,0,0.05
8266,17505459,6083480,C1=CC=C(C=C1)S(=O)(=O)NCC(=O)N/N=C\C2=CC=C(C=C2)Cl,Inactive,0,,,0.12,0
8267,17512549,4642110,C1CCC(CC1)N(CC2=CC=CS2)C(=S)NCC(=O)O,Inactive,0,,,0,0
8268,17512527,9653411,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC=C(C=C2)O)CN3CCCC4=CC=CC=C43,Inactive,0,,,0,0
8269,17513990,3876995,CCOC1=CC=C(C=C1)N=CC2=C(NN(C2=O)C3=NC4=CC=CC=C4N3)C,Inactive,0,,,0,0
8270,17515686,12006117,C1COCCN1C(CNC(=S)NC2=CC(=CC=C2)F)C3=CN=CC=C3,Inactive,0,,,0.32,0.4
8271,22405659,6893910,C/C(=C\C1=CC=CC=C1)/C=N/NC(=O)CC2=CC=CS2,Inactive,0,,,0.18,0.17
8272,22405832,4388531,CCC(C)N=C(C(=O)OCC)NNC1=CC=CC(=C1)C(F)(F)F,Inactive,0,,,0,0.17
8273,17511280,6071303,C/C(=N\NC1=CC=C(C=C1)C(=O)O)/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0,,,0,0
8274,17505700,6879747,CCOC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=CC=C(C=C4)OC(C)C,Inactive,0,,,0,0.34
8275,22406437,9649675,COC1=C(C=C(C=C1)Br)/C=N/NC2=CC=CC(=C2)C(=O)O,Inactive,1,,,2.11,0.2
8276,17432642,9585404,CC(C)/C=N/NC(=O)C1=CC(=CC=C1)N2CCCC2=O,Inactive,0,,,0,0.67
8277,17512778,1954219,CC1=CC(=C(C=C1)NC(=S)N2CCC3=CC(=C(C=C3C2)OC)OC)C,Inactive,0,,,0,0
8278,17515762,12006137,CCC1=C(C(=CC=C1)CC)NC(=S)NCC(C2=CN=CC=C2)N3CCOCC3,Inactive,0,,,0,0
8279,22414603,681119,CC1=CC=C(S1)C=NC2=CC=CC=C2C(=O)N,Inactive,0,,,0,0
8280,17510603,6257780,CC1=CC=C(C=C1)S(=O)(=O)/N=C(\C2=CC=CC=C2)/NC3=CC4=C(C=C3C(=O)C)OCO4,Inactive,0,,,0,0.22
8281,17506133,6887771,CC1=CC=C(O1)/C=N/NC(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inactive,1,,,3.04,0.94
8282,17505337,135468612,COC1=C(C(=CC(=C1)/C=N/NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl)Br)O,Inactive,0,,,0,0
8283,17507271,3184521,CCC(C)NC(=S)N(CCC1=CC=CC=C1)CC2=CC3=CC(=C(C=C3NC2=O)OC)OC,Inactive,3,,,3.08,7.89
8284,17516488,6873899,CCOC1=CC(=CC(=C1OCC)OCC)C(=O)N/N=C/C2=CSC=C2,Inactive,0,,,0.93,0
8285,17515694,3606260,CC1=C(C(=CC=C1)NC(=S)NCC(C2=CN=CC=C2)N(C)C)C,Inactive,1,,,0.25,2.35
8286,17512640,135517094,COC1=C(C=C(C=C1)CC2=NN=C(NC2=O)N/N=C/C3=C(C=C(C=C3)O)O)OC,Inactive,0,,,0,0.47
8287,17516149,9655935,CCN(CC)C1=CC=C(C=C1)C(=O)N/N=C(\C)/C2=CC(=CC=C2)OC,Inactive,1,,,1.56,0.64
8288,17516489,6902348,CCOC(=O)N/N=C/C1=C(C=C(C=C1)F)F,Inactive,1,,,2.11,1.02
8289,17516472,2106942,CC1=C(C(=NO1)C)CN(C2=CC=CC=C2)C(=S)NCCOC,Inactive,0,,,0.25,0
8290,17504889,9579961,C1=CC=C2C(=C1)C=CC=C2NCC(=O)N/N=C/C3=CC=C(C=C3)C(=O)O,Inactive,0,,,0,0.59
8291,22416013,2910385,C1CC(OC1)C(=O)N2CCN(CC2)C(=S)NC3=CC=CC=C3F,Inactive,1,,,0,2.39
8292,22411985,843982,CCC1=CC=CC=C1NC(=S)N2CCN(CC2)C3=CC=CC=N3,Inactive,0,,,0,0.85
8293,22406861,9565758,C1=CC=C(C(=C1)C(F)(F)F)NC(=S)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Inactive,0,,,0.17,1.24
8294,17516274,6900173,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)/C=N/NC(=O)C4=CC=NC=C4,Inactive,0,,,1.12,1.23
8295,17516297,9672381,C1COCCN1C2=CC=C(S2)/C=N/N(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,1,,,2.03,2.02
8296,17504880,135454394,C1=CC(=C(C=C1[N+](=O)[O-])/C=N/N=C(N)N)O,Inactive,2,,,3.51,4.3
8297,17511197,135517015,CC1=NC2=CC=CC=C2C(=C1)C(=O)N/N=C/C3=C(C(=CC(=C3)Br)[N+](=O)[O-])O,Inactive,0,,,0,0.68
8298,22414875,5557781,CCC1=CC=CC=C1N/C(=N\S(=O)(=O)C2=CC=CC=C2)/C(F)(F)F,Inactive,0,,,0,0.08
8299,22416012,2257807,CC1=CC(=CC=C1)NC(=S)NCCCN2CCOCC2,Inactive,0,,,0.62,0.73
8300,22401314,6886561,C1=CC=C(C(=C1)/C=N/NC(=O)CC2=CC(=O)NN2)[N+](=O)[O-],Inactive,0,,,1.14,0
8301,17504839,135412208,CC1=NNC(=O)N=C1N/N=C/C2=CC(=C(C=C2)O)[N+](=O)[O-],Inactive,0,,,0,0
8302,17432715,6898023,CC1=CC=C(C=C1)S(=O)(=O)N/N=C/C2=CC(=CC=C2)OC3CSC3,Inactive,0,,,0.89,0.22
8303,17434023,2957492,CCOC(=O)C1=CC(=C(C=C1)C(=O)OCC)NC(=S)NC2=C(C=C(C=C2)[N+](=O)[O-])OC,Inactive,1,,,0,3.26
8304,22413058,9725860,CCCCNC(=O)C(=O)N/N=C/C1=CC(=CC=C1)Br,Inactive,0,,,0,0
8305,22412888,3742692,CCOC(=O)C(=CNC1=C(C=C(C=C1)C(C(=O)OCC)(C(F)(F)F)O)C)C(=O)OCC,Inactive,2,,,5.68,5.09
8306,22409561,2429469,CCOC(=O)N=NC1=C(N(C2=CC=CC=C21)C)O,Inactive,0,,,0.06,0.42
8307,17505595,21157446,CC1(C/C(=N\NC(=S)NC2=CC=C(C=C2)OC)/C3=C(O1)C=CC(=C3)OC)C,Inactive,3,,,4.46,6.36
8308,17432738,5350534,C/C(=N\NS(=O)(=O)C1=CC=CC=C1)/C2=CC3=C(C=C2)OCCO3,Inactive,0,,,0,0.07
8309,17504868,9643451,CCOC(=O)C(C)/C(=N/NC(=O)C1=CC2=CC=CC=C2C=C1O)/C,Inactive,0,,,0,0
8310,17503843,6883205,CC1=CC=C(C=C1)CN2CCN(CC2)/N=C/C3=CN=CC=C3,Inactive,0,,,0,0
8311,17510599,9657888,CC(C)(C)C1=CC=C(C=C1)/C=N/NC2=CC=C(C=C2)C(=O)O,Inactive,0,,,0.85,0
8312,17514864,9648366,CC(C)(C)C1=NN=C(N(C1=O)N)N/N=C/C2=CC=C(C=C2)Br,Active,13,,,32.76,22.45
8313,22413048,9692802,C1C2CC3CC1CC(C2)(C3)CC(=O)N/N=C/C4=CC=NC=C4,Inactive,0,,,0,0
8314,22400843,6391221,CC1=CC=C(C=C1)S(=O)(=O)N/N=C/2\CC(CC3=C2C=CS3)C(=O)OC,Inactive,0,,,0.88,0
8315,22411095,2441538,CC(C)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=S)NCC3=CC=CO3,Active,7,,,9.61,18.06
8316,17512550,5124252,C1=CC=C(C(=C1)CN(CC2=CC=CO2)C(=S)NCC(=O)O)Cl,Inactive,0,,,0,0
8317,22413940,135401415,C1CCN(CC1)/C=N/N=C(\C=N\O)/C2=CC=C(C=C2)F,Inactive,0,,,0,0.83
8318,17507010,5722843,COC1=CC=C(C=C1)/C=N/NC2=NC(=NC(=N2)NC3=CC=C(C=C3)OC)NCC4=CC=CO4,Inactive,3,,,6.39,4.16
8319,17431518,855914,C1COCCN1C(=NC2=CC(=CC=C2)Cl)C3=CC=CC=C3,Inactive,1,,,0.85,2.53
8320,22410787,9651087,CCOC1=CC=C(C=C1)S(=O)(=O)N/N=C(\C)/C2CCCCC2,Inactive,1,,,0,1.46
8321,17513217,5517699,CN1C2=C(N=C1N/N=C/3\CCCC4=CC=CC=C43)N(C(=O)N(C2=O)CC5=CC=CC=C5)C,Inactive,2,,,5.04,0.49
8322,22413939,135401414,CN1CCN(CC1)/C=N/N=C(\C=N\O)/C2=CC=C(C=C2)F,Inactive,0,,,0,0.05
8323,22413926,5410937,C1CC/C(=N\O)/C(=C/C2=CC=CC=C2)/C1,Inactive,0,,,0,0.31
8324,22403666,4616268,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)OCC(=O)N(C)C3CCCCC3,Inactive,0,,,0,0.63
8325,22412764,843796,CCC1=C(SC=C1C(=O)NNC(=S)NCC2=CC=CC=C2)C,Inactive,0,,,0,0.14
8326,17504104,5918964,C=CCNC(=O)C(=O)N/N=C/C1=CC=CO1,Inactive,0,,,0,0.27
8327,17512630,1972264,C1CN(CCN1CC2=CC=CC=C2Cl)CC(=O)N=NC3=C(NC4=CC=CC=C43)O,Inactive,0,,,0,0
8328,17512848,135484398,C1CC2=CC=CC=C2N(C1)CC(=O)N/N=C/C3=C(C=CC4=CC=CC=C43)O,Inactive,0,,,0,1.13
8329,17508128,3177222,CC1=CC=CC=C1CCN(CC2=CC3=CC(=C(C=C3NC2=O)OC)OC)C(=S)NCCCN(C)C,Inactive,0,,,0,0
8330,17507750,9593068,COC1=NC(=NC(=N1)N2CCOCC2)N/N=C/C3=CC=C(O3)C4=CC=CC=C4[N+](=O)[O-],Inactive,0,,,0.08,0.1
8331,17431928,5400057,CC1=C(SC=C1)/C=N\NC(=O)C2=NNC3=C2CCC3,Inactive,0,,,0,0
8332,22413819,9585600,C/C(=N\NC(=O)C1=CC(=CC=C1)Cl)/C2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,0,0
8333,17512854,9616996,C/C(=C\C1=CC=CO1)/C=N/N2C(=NNC2=S)C3=CC=C(C=C3)Cl,Inactive,0,,,0,1.09
8334,17508323,747546,C1CCN(CC1)C2(CCN(CC2)C(=S)NC3=CC=CC=C3)C(=O)N,Inactive,0,,,0,0.1
8335,17508043,2850397,CC1=CC(=C(C(=C1C)N=NC2=NC3=CC=CC=C3N2C)C)C,Inactive,0,,,0,0.81
8336,17507840,1141603,CC1=CC2=C(C=C1C)NC(=O)C(=C2)CN(CC3=CC=CS3)C(=S)NCC4=CC=CO4,Inactive,3,,,4.51,7.53
8337,17507277,1142103,COC1=CC2=C(C=C1)C=C(C(=O)N2)CN(CC3=CC4=C(C=C3)OCO4)C(=S)NC5=CC=CC=C5C(=O)OC,Active,10,,,22.57,25.04
8338,17503870,1149956,COC1=C(C=C2C(=C1)C=C(C(=O)N2)CN(CC3=CC=CS3)C(=S)NC4=CC=CC=C4)OC,Inactive,3,,,5.59,6.83
8339,17433779,135425067,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=CC=CC4=C3N=CC=C4)O,Inactive,1,,,1.15,2.02
