PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,HEK293_PLD2_Mean,HEK293_PLD2[1],HEK293_PLD2[2],HEK293_PLD2[3],HEK293_PLD2[4],HEK293_PLD2[5],HEK293_PLD2[6]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Averaged Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration
RESULT_UNIT,,,,,,,,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
310,126496836,53470281,C1CN(CCN1CCNC(=O)C2=CC3=CC=CC=C3C=C2)C4=NC=CC=N4,Inactive,0,,8KD_lib_14,90.3795,88.9401,86.7351,95.4635,,,
311,126496837,53470282,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC=C(C=C3)C(F)(F)F,Inactive,0,,8GH_lib_14,98.3282,100.346,90.1194,104.52,,,
312,126496838,53470283,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC=C(C=C3)Cl,Inactive,0,,8GU_lib_14,108.878,119.993,116.56,90.0814,,,
313,126496839,53470284,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC=C(C=C3)F,Inactive,0,,8JQ_lib_14,100.488,102.307,98.4867,100.669,,,
314,126496840,53470285,CC1=CC=C(C=C1)C(=O)NCCN2CCN(CC2)C3=CC(=CC=C3)OC,Inactive,0,,8GJ_lib_14,97.6392,91.7727,95.0369,106.108,,,
315,126496841,53470286,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC4=CC=CC=C4C=C3,Inactive,0,,8K4_lib_14,77.4428,73.2426,76.4597,82.6262,,,
316,126496842,53470287,C1CN(CCC1N2C3=C(C=CC(=C3)F)NC2=O)CCNC(=O)C4=CC(=C(C=C4)Cl)Cl,Active,100,,BJH_lib_14,0,0,0,0,,,
317,126496843,53470288,C1CN(CCC1N2C3=C(C=CC(=C3)F)NC2=O)CCNC(=O)C4=CC=CC5=C4C(=O)C6=CC=CC=C56,Active,100,,BKG_lib_14,0,0,0,0,,,
318,126496844,44573688,C1CN(CCC1N2C3=C(C=C(C=C3)F)NC2=O)CCNC(=O)C4=CC=C(C=C4)Cl,Active,100,,9XG_lib_14,5.66635,3.85392,3.93553,9.20959,,,
319,126496845,44573689,C1CN(CCC1N2C3=C(C=C(C=C3)F)NC2=O)CCNC(=O)C4=CC=C(C=C4)F,Active,100,,9XT_lib_14,5.57676,6.70503,6.72413,3.30113,,,
320,126496846,44573687,C1CN(CCC1N2C3=C(C=C(C=C3)F)NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Active,100,,9WJ_lib_14,0,0,0,0,,,
321,126496847,53470289,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCN.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,ALB_lib_13,83.1123,70.3272,62.1125,68.034,100.32,100.781,97.0997
322,126496848,53470290,C1CCC(C1)(CN2CCC(CC2)N3C4=C(C=C(C=C4)Cl)NC3=O)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AM4_lib_13,94.295,67.5989,63.401,62.4817,115.709,117.968,138.612
323,126496849,53470292,C1CCC(C1)(CN2CCC(CC2)C3=NC4=CC=CC=C4N3)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AJ6_lib_13,105.005,63.8391,74.5355,90.8221,124.463,141.25,135.121
324,126496850,53470294,CN1C2=CC=CC=C2N=C1C3CCN(CC3)CCN.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AL2_lib_13,117.454,97.1334,82.7546,101.476,139.838,138.704,144.821
325,126496851,53470296,CN1C2=CC=CC=C2N=C1C3CCN(CC3)CC4(CCCC4)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,ALH_lib_13,118.166,108.008,125.731,114.337,121.084,113.502,126.335
326,126496852,53470298,C[C@@H](CN1CCC(CC1)C2=NC3=CC=CC=C3N2C)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AKX_lib_13,81.237,74.2226,61.056,64.3819,101.914,87.7354,98.112
327,126496853,53470300,C1CCC(C1)(CN2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AM5_lib_13,74.1586,57.7792,50.5544,59.6813,107.259,87.6205,82.0575
328,126496854,53470302,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AKH_lib_13,74.0502,81.0855,55.9775,43.9276,90.4283,79.6797,93.2028
329,126496855,53470304,C1CCC(C1)(CN2CCC(CC2)N3C4=CC=CC=C4NC3=O)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AL3_lib_13,66.8657,66.1945,41.1825,49.4417,100.498,67.3776,76.4994
330,126496856,53470306,CC1=CC(=CC=C1)C(=O)N[C@@H](C)CN2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,0,,ALV_lib_13,83.1914,65.1791,57.9597,67.1424,107.935,96.9698,103.962
331,126496857,53470307,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)NC(=O)[C@@H]4C[C@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,ALU_lib_13,75.9374,65.1745,50.2659,58.7276,95.9253,83.5687,101.962
332,126496858,53470309,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active,100,,AK8_lib_13,27.4099,15.0223,13.1283,12.8472,39.614,41.8218,42.0262
333,126496859,53470310,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Inactive,0,,ALJ_lib_13,54.6912,44.1879,41.5138,43.147,68.0642,64.63,66.6041
334,126496860,53470311,CCC(=O)N[C@@H](C)CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3.C(=O)(C(F)(F)F)O,Inactive,0,,AKT_lib_13,95.3317,96.2701,95.4358,95.2564,83.091,83.4626,118.474
335,126496861,53470313,C1C[NH+](CCC1N2C3=CC=CC=C3NC2=O)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A65_lib_12,97.2684,104.97,95.7036,91.1319,,,
336,126496862,53470315,C1C[NH+](CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A8A_lib_12,74.642,49.3199,80.2116,94.3943,,,
337,126496863,53470317,C1C[NH+](CCC1C2=NC3=CC=CC=C3N2)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A89_lib_12,82.5282,91.2197,80.8781,75.4867,,,
338,126496864,53470319,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A6E_lib_12,81.0042,84.3899,78.9984,79.6243,,,
339,126496865,53470321,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=C(C=C4)C(=O)OC5=O,Inactive,0,,A7B_lib_12,93.4636,115.672,81.5844,83.1345,,,
340,126496866,53470323,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,A88_lib_12,74.8411,60.2031,79.9885,84.3316,,,
341,126496867,53470324,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=C(C=C4)OCO5,Inactive,0,,A6R_lib_12,90.0281,95.2411,91.3066,83.5365,,,
342,126496868,53470326,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=[NH+]C5=CC=CC=C5[NH+]=C4,Inactive,0,,A6F_lib_12,100.642,98.6158,97.1243,106.185,,,
343,126496869,53470327,C1CC[NH+](C1)CC[NH+]2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4,Inactive,0,,AK5_lib_12,84.8557,67.3654,91.7693,95.4323,,,
344,126496870,53470329,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CC(=O)C4=CC=CC=C4,Inactive,0,,AKF_lib_12,105.678,92.8183,110.167,114.05,,,
345,126496871,53470331,C1CC[NH+](C1)CCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,AL0_lib_12,93.8363,87.1904,87.3605,106.958,,,
346,126496872,53470333,C1C[NH+](CCC1N2C3=CC=CC=C3NC2=O)CC(=O)C4=CC=CC=C4,Inactive,0,,AL1_lib_12,97.833,111.092,92.5214,89.8858,,,
347,126496873,53470334,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4C[C@H]4C5=CC=CC=C5,Inactive,0,,AKQ_lib_12,98.3685,110.565,85.0177,99.5228,,,
348,126496874,53470336,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4CC5=CC=CC=C5C=C4,Inactive,0,,8H2_lib_11,90.2992,94.4808,92.2099,84.207,,,
349,126496875,53470337,C1CC2=CC=CC=C2CC1C(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,8GR_lib_11,103.269,95.632,113.143,101.032,,,
350,126496876,53470338,C1CCC2=C(C1)C=CC(=C2)C(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,8HY_lib_11,96.1127,86.182,110.161,91.9947,,,
351,126496877,53470339,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C5CCC6=CC=CC(=C65)C=C4,Inactive,0,,8JW_lib_11,97.9943,103.355,98.3513,92.2769,,,
352,126496878,53470340,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)CC4=CC5=CC=CC=C5C=C4,Inactive,0,,8HC_lib_11,111.597,111.918,129.983,92.8892,,,
353,126496879,53470341,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC=C4C5=CC=CC=C5,Inactive,0,,8HM_lib_11,83.3512,77.7201,91.048,81.2857,,,
354,126496880,53470342,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=C(C=C4)CC5=CC=CC=C5,Inactive,0,,8H1_lib_11,72.8822,71.0663,72.272,75.3083,,,
355,126496881,53470343,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C6=C4C=CC7=CC=CC=C76,Inactive,0,,8JK_lib_11,76.577,63.4109,70.3557,95.9645,,,
356,126496882,53470344,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C=C4)C6=C(C=CC7=CC=CC=C76)C=C5,Inactive,0,,8K7_lib_11,96.7212,92.2319,91.1423,106.789,,,
357,126496883,53470345,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C6=CC=CC=C6C=C5)C7=CC=CC=C74,Inactive,0,,8J8_lib_11,108.742,128.498,111.394,86.3332,,,
358,126496884,53470346,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C6=CC=CC=C64,Inactive,0,,8J9_lib_11,51.2466,51.1958,54.7168,47.8272,,,
359,126496885,53470347,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC5=C4C6=CC=CC=C6C=C5,Inactive,0,,8HX_lib_11,65.9191,64.407,68.6313,64.719,,,
360,126496886,53470348,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,8J7_lib_11,65.2578,66.3296,55.3643,74.0796,,,
361,126496887,53470349,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6,Inactive,0,,8HA_lib_11,93.1704,104.83,96.1511,78.5304,,,
362,126496888,44573597,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C#CC4=CC=CC=C4,Inactive,0,,8HN_lib_11,53.9643,57.0876,53.4226,51.3826,,,
363,126496889,53470350,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)NCCN4CCC(CC4)N5C6=CC=CC=C6NC5=O,Inactive,0,,883_lib_11,73.8252,72.6539,80.7399,68.082,,,
364,126496890,53470351,C1CCCCCC(CCCC1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,88P_lib_11,81.277,76.7797,84.6981,82.3533,,,
365,126496891,44438309,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5N=C4,Active,100,,890_lib_11,6.9841,2.87188,4.23673,13.8437,,,
366,126496892,53470352,C=CCCCCCCCCC(=O)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,7T8_lib_11,65.2947,50.177,68.6121,77.0949,,,
367,126496893,53470353,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)N4C5=CC=CC=C5C=CC6=CC=CC=C64,Inactive,0,,7Q6_lib_11,66.5007,64.7845,65.1889,69.5288,,,
368,126496894,44573598,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C=C4)N=CC=C5,Inactive,0,,8HD_lib_11,80.3426,78.6624,82.2598,80.1054,,,
369,126496895,44438304,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)CCC4=CC=C(C=C4)F,Inactive,0,,8H3_lib_11,93.4959,95.9762,84.3523,100.159,,,
370,126496896,44573641,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C=C4)C=C(C=C5)F,Inactive,0,,8JA_lib_11,109.082,90.3108,119.845,117.089,,,
371,126496897,53470354,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=NC=CN=C4,Inactive,0,,8J1_lib_11,139.26,133.595,139.942,144.245,,,
372,126496898,50985841,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,Inactive,0,,8KJ_lib_11,110.502,130.781,114.022,86.7048,,,
373,126496899,53470355,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,,8JX_lib_11,101.851,101.69,102.312,101.552,,,
374,126496900,53470356,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCN(C(=O)C4=CC=C(C=C4)Cl)C(=O)C5=CC=C(C=C5)Cl,Inactive,0,,7R2_lib_11,94.1788,93.732,89.1739,99.6307,,,
375,126496901,53470357,C1CN(CCC1N2C3=CC=CC=C3N(C2=O)C(=O)C4=CC=C(C=C4)Cl)CCNC(=O)C5=CC=C(C=C5)Cl,Inactive,0,,7RK_lib_11,64.4749,65.9288,72.608,54.888,,,
376,126496902,53470358,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=C(C=CC(=C4)Cl)Cl,Inactive,0,,7QM_lib_11,68.8399,65.8547,69.2581,71.407,,,
377,126496903,53470359,CC1([C@@H]2CC[C@]1(C(=O)C2)CS(=O)(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O)C,Inactive,0,,7QP_lib_11,79.6073,80.5974,79.5405,78.684,,,
378,126496905,53470361,CC1=CC=C(C=C1)S(=O)(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,7QT_lib_11,77.3238,80.6518,73.9384,77.3812,,,
379,126496906,53470362,CCCCS(=O)(=O)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,7NK_lib_11,78.3414,78.8924,68.4156,87.7162,,,
380,126496907,53470363,CC1([C@H]2CC[C@@]1(C(=O)C2)CS(=O)(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O)C.C(=O)(C(F)(F)F)O,Inactive,0,,7R4_lib_11,72.7766,67.9648,75.5664,74.7985,,,
381,126496908,53470365,CCCS(=O)(=O)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,7T9_lib_11,64.71,71.9918,59.6542,62.4841,,,
382,126496909,53470366,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,0,,7QX_lib_11,80.2515,86.4148,70.2838,84.0558,,,
383,126496910,53470367,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=CC(=C4)C(F)(F)F,Inactive,0,,7QV_lib_11,61.0885,65.1097,54.9695,63.1863,,,
384,126496911,53470368,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=C(C=C4)OC(F)(F)F,Inactive,0,,7TK_lib_11,80.9767,79.9364,87.2127,75.7809,,,
385,126496912,53470369,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=CC=C4Br,Inactive,0,,7NE_lib_11,75.7873,66.0609,72.3149,88.9861,,,
386,126496913,53470370,COC1=C(C=C(C=C1)S(=O)(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O)OC,Inactive,0,,7PE_lib_11,77.0574,77.9307,78.6823,74.559,,,
387,126496914,53470371,COC1=C(C=C(C=C1)CC(=O)NCCN2CCC3(CC2)C(=O)NCN3C4=CC(=CC=C4)F)OC.C(=O)(C(F)(F)F)O,Inactive,0,,1JXD_lib_31,102.258,105.287,103.134,98.3536,,,
388,126496915,53470371,COC1=C(C=C(C=C1)CC(=O)NCCN2CCC3(CC2)C(=O)NCN3C4=CC(=CC=C4)F)OC.C(=O)(C(F)(F)F)O,Inactive,0,,1KAA_lib_31,91.9423,96.3166,96.0152,83.495,,,
389,126531494,53481919,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C=C4.Cl,Active,100,,5W0_lib_23,22.8934,16.4816,27.3809,24.8177,,,
390,126532065,53481994,C1CN(CCC12CNC3=CC=CC=C23)CCNC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,1B7X_lib_30,61.7647,54.7272,50.4712,80.0957,,,
391,126532066,53481996,C[C@H](CN1CCC2(CC1)CNC3=CC=CC=C23)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,186H_lib_30,53.8278,47.8868,57.429,56.1676,,,
392,126532067,53481998,C1CN(CCC12CNC3=CC=CC=C23)CCNC(=O)C4CC4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,1850_lib_30,91.1945,82.7815,95.6593,95.1428,,,
393,126532068,53482000,C1CN(CCC12CNC3=CC=CC=C23)CCNC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O,Inactive,0,,186X_lib_30,90.0092,85.5559,91.0975,93.3742,,,
394,126532069,53482002,C[C@H](CN1CCC2(CC1)CNC3=CC=CC=C23)NC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,185Y_lib_30,104.454,109.482,107.351,96.527,,,
395,126532070,53482004,C1CN(CCC12CNCC3=CC=CC=C23)CCNC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,1FAN_lib_30,102.56,83.2643,109.867,114.549,,,
396,126532071,53482006,C[C@H](CN1CCC2(CC1)CNCC3=CC=CC=C23)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,1DMY_lib_30,110.48,106.903,118.208,106.329,,,
397,126532072,53482008,C[C@H](CN1CCC2(CC1)CNCC3=CC=CC=C23)NC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,1DN6_lib_30,100.447,86.409,107.183,107.748,,,
398,126532073,53482010,C1CN(CCC12CNCC3=CC=CC=C23)CCNC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,1867_lib_30,97.1463,95.5828,98.0836,97.7724,,,
399,126532074,53482012,C[C@@H](CN1CCC2(C1)CNCC3=CC=CC=C23)NC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,1DMM_lib_30,91.0394,81.0915,93.8582,98.1686,,,
400,126532076,53482015,C[C@@H](CN1CCC(=CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC5=CC=CC=C5C=C4,Active,100,,1DMA_lib_30,15.2662,12.1979,12.5492,21.0514,,,
401,126532077,53482016,C[C@@H](CN1CCC(=CC1)N2C3=CC=CC=C3NC2=O)NC(=O)[C@H]4C[C@@H]4C5=CC=CC=C5,Inactive,0,,1DMN_lib_30,74.3795,68.8529,79.042,75.2435,,,
402,126532078,53482017,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCNC(=O)[C@H]4C[C@@H]4C5=CC=CC=C5,Inactive,0,,1DM9_lib_30,113.729,107.1,117.115,116.973,,,
403,126532079,53482018,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4CC4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,100,,185N_lib_30,28.249,32.0866,26.0522,26.6083,,,
404,126532080,53482020,C1CN(CCC1N2C3=C(C=C(C=C3)Br)NC2=O)C4CN(C4)C(=O)C5=CC6=CC=CC=C6N=C5,Inactive,0,,1FVW_lib_30,99.6747,99.2427,95.9273,103.854,,,
405,126532081,53482021,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C4CN(C4)C(=O)C5=CC6=CC=CC=C6N=C5,Inactive,0,,1FVA_lib_30,77.2948,84.1479,77.3289,70.4075,,,
406,126532082,53482022,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C4CN(C4)C(=O)C5=CC6=CC=CC=C6C=C5,Inactive,0,,1FV8_lib_30,64.3484,73.2854,57.3074,62.4524,,,
407,126532083,53482023,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C4CN(C4)C(=O)C5C[C@H]5C6=CC=CC=C6,Inactive,0,,1FVL_lib_30,87.7211,84.7369,84.6625,93.7639,,,
408,126532084,53482024,C1CN(CCC1N2C3=CC=CC=C3N=N2)CCNC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active,100,,186F_lib_30,0.807778,-6.1328,-1.08923,9.64536,,,
409,126532085,53482026,C[C@H](CN1CCC(CC1)N2C3=CC=CC=C3N=N2)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active,100,,186A_lib_30,48.2483,46.7968,49.5756,48.3725,,,
410,126532086,53482028,C1CN(CCC1N2C3=CC=CC=C3N=N2)CCNC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,186L_lib_30,77.7148,69.094,85.6366,78.414,,,
411,126532087,53482030,C[C@H](CN1CCC(CC1)N2C3=CC=CC=C3N=N2)NC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,186J_lib_30,68.5156,60.3712,67.174,78.0016,,,
412,126532088,53482032,C1CN(CCC1N2C3=CC=CC=C3N=N2)CCNC(=O)C4CC4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,184Y_lib_30,78.0917,72.6492,83.0465,78.5794,,,
413,126532089,53482034,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)C(F)(F)F)N=N2)NC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,1FTY_lib_30,106.593,109.892,100.128,109.758,,,
414,126532090,53482035,C1CN(CC=C1N2C3=C(C=C(C=C3)C(F)(F)F)N=N2)CCNC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,185M_lib_30,113.998,106.121,124.246,111.627,,,
415,126532091,53482037,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)C(F)(F)F)N=N2)NC(=O)C4=CC5=CC=CC=C5N=C4,Inactive,0,,1FU1_lib_30,86.9051,78.4946,86.0433,96.1774,,,
416,126532092,53482038,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C4CN(C4)C(=O)C5=CC6=CC=CC=C6C=C5,Inactive,0,,1FVK_lib_30,72.5988,70.5287,63.5931,83.6747,,,
417,126532093,53482039,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C4CN(C4)C(=O)C5=CC6=CC=CC=C6N=C5,Inactive,0,,1FW5_lib_30,69.9799,66.2128,75.7392,67.9878,,,
418,126532094,53482040,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C4CN(C4)C(=O)C5CC5C6=CC=CC=C6,Inactive,0,,1FVU_lib_30,82.897,83.7049,87.1791,77.807,,,
419,126532095,53482041,C[C@@H](CN1CCC(CC1)C2=NC3=CC=CC=C3N2)NC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,1FUM_lib_30,86.4893,81.0774,91.1315,87.2589,,,
420,126532096,53482042,C1CN(CCC1C2=NC3=CC=CC=C3N2)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,1FVN_lib_30,95.146,83.7219,105.247,96.4688,,,
421,126532097,53482043,C1CN(CCC1C2=NC3=CC=CC=C3N2)CCNC(=O)C4=CC5=CC=CC=C5N=C4,Inactive,0,,1FW3_lib_30,80.6239,68.8624,77.5173,95.4919,,,
422,126532098,53482044,C[C@@H](CN1CCC(CC1)C2=NC3=C(N2)C=C(C=C3)F)NC(=O)[C@H]4CC4C5=CC=CC=C5,Inactive,0,,1FU9_lib_30,92.514,106.827,86.3473,84.3681,,,
423,126532099,53482045,C[C@@H](CN1CCC(CC1)C2=NC3=CC=CC=C3N2)NC(=O)C4CC4C5=CC=CC=C5,Inactive,0,,1FW8_lib_30,90.3155,83.7212,83.2528,103.973,,,
424,126532100,53482046,C1CN(CCC1C2=NC3=CC=CC=C3N2)CCNC(=O)C4CC4C5=CC=CC=C5,Inactive,0,,1FW9_lib_30,95.6352,82.5774,100.103,104.225,,,
