PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Algorithm,Common/Unique,Wells Analyzed,Wells Removed,Sumrank,DIST,Low/High,Expectation,Daily Filter replicate 1,Daily Filter replicate 2,Daily Filter replicate 3,Daily Filter replicate 4,Daily Filter replicate 5,Daily Filter replicate 6,Reference Wells replicate 1,Reference Wells replicate 2,Reference Wells replicate 3,Reference Wells replicate 4,Reference Wells replicate 5,Reference Wells replicate 6,Valid Objects replicate 1,Valid Objects replicate 2,Valid Objects replicate 3,Valid Objects replicate 4,Valid Objects replicate 5,Valid Objects replicate 6,Predicted Target Gene
RESULT_TYPE,,,,,,,,STRING,STRING,INTEGER,INTEGER,INTEGER,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,PUBCHEM_NCBI_GENE_ID
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
17886,104204129,,,Inactive,,,DRSC25584,,,,,,,,,1.05,1.16,,,,,11.14,14.15,,,,,6504,6538,,,,,53473
17887,104204130,,,Inactive,,,DRSC25585,,,,,,,,,2.04,1.53,,,,,4.62,3.38,,,,,6138,5802,,,,,38485
17888,104204131,,,Inactive,,,DRSC25586,,,,,,,,,9.23,3.45,,,,,21.35,8.18,,,,,6425,6326,,,,,35067
17889,104204132,,,Inactive,,,DRSC25588,,,,,,,,,11.46,0.86,,,,,43.33,7.66,,,,,6634,6047,,,,,43105
17890,104204133,,,Inactive,,,DRSC25589,,,,,,,,,3.32,1.72,,,,,7.24,3.11,,,,,6419,5993,,,,,43614
17891,104204134,,,Inactive,,,DRSC25590,,,,,,,,,4.83,11.14,,,,,9.37,29.76,,,,,6086,5971,,,,,36103
17892,104204135,,,Inactive,,,DRSC25591,,,,,,,,,10.8,3.43,,,,,27.27,9.07,,,,,4844,6743,,,,,41806
17893,104204136,,,Inactive,,,DRSC25592,,,,,,,,,12.86,9.85,,,,,50.59,61.92,,,,,6231,6488,,,,,32165
17894,104204137,,,Inactive,,,DRSC25593,,,,,,,,,6.24,2.37,,,,,18.47,5.14,,,,,6587,6671,,,,,43136
17895,104204138,,,Inactive,,,DRSC25594,DF,Unique,362,6,703,22,High,0.0607735,19.64,22.69,,,,,49.78,39.92,,,,,6777,6136,,,,,37659
17896,104204139,,,Inactive,,,DRSC25595,,,,,,,,,2.94,4.19,,,,,15.32,29.55,,,,,6798,6628,,,,,41858
17897,104204140,,,Inactive,,,DRSC25596,,,,,,,,,16.29,5.22,,,,,48.39,48.7,,,,,6139,6765,,,,,40886
17898,104204141,,,Inactive,,,DRSC25597,,,,,,,,,0.68,3.13,,,,,2.42,21.68,,,,,5995,6190,,,,,33078
17899,104204142,,,Inactive,,,DRSC25598,,,,,,,,,1.92,1.16,,,,,16.1,7.63,,,,,5217,6202,,,,,42261
17900,104204143,,,Inactive,,,DRSC25599,,,,,,,,,3.87,7.11,,,,,8.56,12.51,,,,,6593,6849,,,,,31661
17901,104204144,,,Inactive,,,DRSC25600,,,,,,,,,2.67,2.02,,,,,5.21,4.16,,,,,6545,6173,,,,,318590
17902,104204145,,,Inactive,,,DRSC25601,,,,,,,,,5.79,4.73,,,,,13.43,11.11,,,,,6128,6344,,,,,36633
17903,104204146,,,Inactive,,,DRSC25602,,,,,,,,,11.77,15.96,,,,,24.2,28.26,,,,,6492,6491,,,,,36036
17904,104204147,,,Inactive,,,DRSC25603,,,,,,,,,4.93,8.61,,,,,7.59,16.74,,,,,6690,5735,,,,,37905
17905,104204148,,,Inactive,,,DRSC25604,,,,,,,,,4.24,2.06,,,,,10.68,3.96,,,,,6833,6172,,,,,35905
17906,104204149,,,Inactive,,,DRSC25605,,,,,,,,,4.35,3.74,,,,,6.47,7.85,,,,,5534,5398,,,,,41111
17907,104204150,,,Inactive,,,DRSC25606,,,,,,,,,3.66,4.34,,,,,42.14,28.08,,,,,6205,6608,,,,,44219
17908,104204151,,,Inactive,,,DRSC25607,,,,,,,,,1.49,3.51,,,,,9.91,16.95,,,,,5566,5790,,,,,34505
17909,104204152,,,Inactive,,,DRSC25608,REF,Unique,363,5,21,20,Low,0.0550964,0.85,1.53,,,,,1.69,2.94,,,,,6735,6672,,,,,38072
17910,104204153,,,Inactive,,,DRSC25609,,,,,,,,,13.63,7.59,,,,,26.43,14.03,,,,,4410,5574,,,,,40839
17911,104204154,,,Inactive,,,DRSC25610,,,,,,,,,3.71,4.7,,,,,13.16,28.61,,,,,6356,6024,,,,,34669
17912,104204155,,,Inactive,,,DRSC25611,,,,,,,,,11.91,0.89,,,,,38,3.59,,,,,6173,6192,,,,,33120
17913,104204156,,,Inactive,,,DRSC25612,,,,,,,,,4.16,2.92,,,,,60.95,27.34,,,,,5557,5648,,,,,35955
17914,104204157,,,Inactive,,,DRSC25613,,,,,,,,,9.17,1.81,,,,,25.98,2.56,,,,,5745,6136,,,,,42716
17915,104204158,,,Inactive,,,DRSC25614,,,,,,,,,6.94,4.37,,,,,13.25,8.92,,,,,5709,5907,,,,,31152
17916,104204159,,,Inactive,,,DRSC25615,,,,,,,,,3.52,5.65,,,,,7.83,13.22,,,,,6759,6604,,,,,31457
17917,104204160,,,Inactive,,,DRSC25616,,,,,,,,,1.17,7.79,,,,,14.63,47.31,,,,,6407,5761,,,,,252671
17918,104204161,,,Inactive,,,DRSC25617,,,,,,,,,4.33,3.72,,,,,18.71,34.58,,,,,5248,5545,,,,,40221
17919,104204162,,,Inactive,,,DRSC25618,,,,,,,,,6.88,5.05,,,,,13.04,9,,,,,5318,5401,,,,,31904
17920,104204163,,,Inactive,,,DRSC25619,,,,,,,,,3.36,8.32,,,,,6.11,13.01,,,,,6273,4412,,,,,3772015
17921,104204164,,,Inactive,,,DRSC25620,,,,,,,,,2.85,3.07,,,,,14.63,16.79,,,,,5855,6217,,,,,47874
17922,104204165,,,Inactive,,,DRSC25621,,,,,,,,,11.36,18.66,,,,,27.45,34.67,,,,,6860,6205,,,,,41662
17923,104204166,,,Inactive,,,DRSC25622,,,,,,,,,2.74,1.15,,,,,13.48,6.25,,,,,6467,6178,,,,,34036
17924,104204167,,,Inactive,,,DRSC25623,,,,,,,,,9.71,8.51,,,,,17.63,17.14,,,,,4015,1656,,,,,32363
17925,104204168,,,Inactive,,,DRSC25624,,,,,,,,,0.45,4.52,,,,,8.73,21.17,,,,,6184,6286,,,,,44702
17926,104204169,,,Inactive,,,DRSC25625,,,,,,,,,7.11,8.43,,,,,16.15,15.93,,,,,6523,6321,,,,,32073
17927,104204170,,,Inactive,,,DRSC25626,,,,,,,,,8.21,6.49,,,,,22.29,9.16,,,,,6441,5902,,,,,34496
17928,104204171,,,Inactive,,,DRSC25627,,,,,,,,,3.92,1.49,,,,,6.54,3.39,,,,,6150,5978,,,,,41448
17929,104204172,,,Inactive,,,DRSC25628,,,,,,,,,1.5,2.15,,,,,4.07,12.36,,,,,6085,5570,,,,,36240
17930,104204173,,,Inactive,,,DRSC25629,,,,,,,,,5.47,7.49,,,,,12.79,12.17,,,,,6529,5650,,,,,37037
17931,104204174,,,Inactive,,,DRSC25630,,,,,,,,,4.16,13.42,,,,,10.11,29.47,,,,,6157,5948,,,,,37738
17932,104204175,,,Inactive,,,DRSC25631,,,,,,,,,5.41,1.63,,,,,14.34,3.85,,,,,6538,6740,,,,,40823
17933,104204176,,,Inactive,,,DRSC25632,,,,,,,,,6.68,5.72,,,,,14.62,11.52,,,,,5885,6089,,,,,50310
17934,104204177,,,Inactive,,,DRSC25633,,,,,,,,,3.6,5.28,,,,,7.34,10.03,,,,,6723,6774,,,,,59253
17935,104204178,,,Inactive,,,DRSC25634,,,,,,,,,14.86,21.96,,,,,27.89,43.75,,,,,4813,5140,,,,,37624
17936,104204179,,,Inactive,,,DRSC25635,,,,,,,,,6.22,1.88,,,,,18,3.05,,,,,6611,6213,,,,,43602
17937,104204180,,,Inactive,,,DRSC25636,,,,,,,,,18.93,2.79,,,,,68.06,13.41,,,,,6477,6906,,,,,34636
17938,104204181,,,Inactive,,,DRSC25637,,,,,,,,,1.35,1.56,,,,,3.33,3.56,,,,,5912,6074,,,,,32050
17939,104204182,,,Inactive,,,DRSC25638,,,,,,,,,7.23,6,,,,,13.95,11.94,,,,,6032,6167,,,,,38543
17940,104204183,,,Inactive,,,DRSC25639,,,,,,,,,8.01,15.31,,,,,17.63,28.44,,,,,6203,5015,,,,,40487
17941,104204184,,,Inactive,,,DRSC25640,,,,,,,,,9.64,24.8,,,,,20,41.07,,,,,5434,4613,,,,,39779
17942,104204185,,,Inactive,,,DRSC25641,,,,,,,,,1.72,4.77,,,,,4.03,9.37,,,,,6403,5659,,,,,40267
17943,104204186,,,Inactive,,,DRSC25642,,,,,,,,,1.04,4.87,,,,,2.12,11.96,,,,,6165,6074,,,,,39234
17944,104204187,,,Inactive,,,DRSC25643,,,,,,,,,4.61,2.45,,,,,11.98,5.62,,,,,6510,6500,,,,,34663
17945,104204188,,,Inactive,,,DRSC25644,,,,,,,,,2.24,3.81,,,,,3.96,9.01,,,,,5978,6005,,,,,38696
17946,104204189,,,Inactive,,,DRSC25645,,,,,,,,,13.44,12.63,,,,,27.19,25.47,,,,,6884,6586,,,,,43463
17947,104204190,,,Inactive,,,DRSC25646,,,,,,,,,4.53,3.88,,,,,14.64,9.13,,,,,6583,6193,,,,,36265
17948,104204191,,,Inactive,,,DRSC25647,,,,,,,,,0.9,2.21,,,,,2.15,11.67,,,,,6196,6109,,,,,37594
17949,104204192,,,Inactive,,,DRSC25648,,,,,,,,,1.01,11.95,,,,,2.44,20.53,,,,,6433,4735,,,,,32856
17950,104204193,,,Inactive,,,DRSC25649,,,,,,,,,2.71,4.29,,,,,5.52,8.14,,,,,6093,6102,,,,,35144
17951,104204194,,,Inactive,,,DRSC25650,,,,,,,,,4.99,14.56,,,,,11.42,29.98,,,,,7015,6578,,,,,42376
17952,104204195,,,Inactive,,,DRSC25651,,,,,,,,,2.34,0.8,,,,,17.16,4.15,,,,,6321,6403,,,,,34906
17953,104204196,,,Inactive,,,DRSC25652,,,,,,,,,8.58,13.39,,,,,21.15,27.52,,,,,6176,6870,,,,,39586
17954,104204197,,,Inactive,,,DRSC25653,,,,,,,,,4.64,3.87,,,,,11.15,6.59,,,,,6039,5838,,,,,31166
17955,104204198,,,Inactive,,,DRSC25654,,,,,,,,,4.52,13.14,,,,,41.69,70.52,,,,,6464,6438,,,,,31244
17956,104204199,,,Inactive,,,DRSC25655,,,,,,,,,3.11,5.96,,,,,7.26,12.36,,,,,6304,6074,,,,,35153
17957,104204200,,,Inactive,,,DRSC25656,,,,,,,,,3.28,7.57,,,,,6.39,12.42,,,,,6218,5984,,,,,45827
17958,104204201,,,Inactive,,,DRSC25657,,,,,,,,,2.82,4.47,,,,,5.91,10.02,,,,,6674,6198,,,,,34055
17959,104204202,,,Inactive,,,DRSC25658,,,,,,,,,2.28,5.8,,,,,5.48,13.4,,,,,6584,6116,,,,,318566
17960,104204203,,,Inactive,,,DRSC25659,,,,,,,,,6.89,7.24,,,,,12.02,16.82,,,,,6461,6123,,,,,50001
17961,104204204,,,Inactive,,,DRSC25660,,,,,,,,,7.17,5.65,,,,,15.99,14.12,,,,,6210,6677,,,,,31714
17962,104204205,,,Inactive,,,DRSC25661,,,,,,,,,4.39,4.56,,,,,11.16,8.39,,,,,6832,6332,,,,,39574
17963,104204206,,,Inactive,,,DRSC25662,,,,,,,,,7.66,7.88,,,,,16.45,14.71,,,,,5251,4782,,,,,40783
17964,104204207,,,Inactive,,,DRSC25663,,,,,,,,,1.57,1.36,,,,,3.21,3.35,,,,,6054,6159,,,,,
17965,104204208,,,Inactive,,,DRSC25664,,,,,,,,,13.05,7.07,,,,,33.6,15.78,,,,,6752,6438,,,,,41935
17966,104204209,,,Inactive,,,DRSC25665,,,,,,,,,9.91,10.23,,,,,21.55,24.69,,,,,5739,5434,,,,,36194
17967,104204210,,,Inactive,,,DRSC25666,,,,,,,,,2.28,2.55,,,,,4.99,4.91,,,,,6748,6039,,,,,42558
17968,104204211,,,Inactive,,,DRSC25667,,,,,,,,,3.86,8.36,,,,,20.62,50.53,,,,,5849,6399,,,,,42922
17969,104204212,,,Inactive,,,DRSC25668,,,,,,,,,4.5,2.93,,,,,9.9,7.13,,,,,5949,6017,,,,,33097
17970,104204213,,,Inactive,,,DRSC25669,,,,,,,,,9.05,8.87,,,,,21.29,18.97,,,,,6541,6302,,,,,42362
17971,104204214,,,Inactive,,,DRSC25670,,,,,,,,,4.67,8.88,,,,,11.09,16.77,,,,,7069,5596,,,,,38571
17972,104204215,,,Inactive,,,DRSC25671,,,,,,,,,8.27,23.42,,,,,14.85,41.31,,,,,3592,4300,,,,,41274
17973,104204216,,,Inactive,,,DRSC25672,,,,,,,,,3.82,1.98,,,,,5.98,5.17,,,,,6259,5904,,,,,
17974,104204217,,,Inactive,,,DRSC25673,,,,,,,,,7.76,2.94,,,,,15.91,4.67,,,,,5632,6014,,,,,37939
17975,104204218,,,Inactive,,,DRSC25674,,,,,,,,,4.24,4.38,,,,,9.91,9.05,,,,,6160,6055,,,,,38970
17976,104204219,,,Inactive,,,DRSC25675,,,,,,,,,3.61,14.06,,,,,7.05,30.56,,,,,6530,6303,,,,,42599
17977,104204220,,,Inactive,,,DRSC25676,,,,,,,,,4.41,8.88,,,,,13.03,18.7,,,,,6718,6252,,,,,33856
17978,104204221,,,Inactive,,,DRSC25677,,,,,,,,,18.68,7.9,,,,,37.65,16.16,,,,,6107,6023,,,,,32741
17979,104204222,,,Inactive,,,DRSC25678,,,,,,,,,12.47,16.37,,,,,25.31,40.22,,,,,6681,6163,,,,,40912
17980,104204223,,,Inactive,,,DRSC25679,,,,,,,,,2.08,7.09,,,,,5.91,19.27,,,,,7030,6348,,,,,36944
17981,104204224,,,Inactive,,,DRSC25680,,,,,,,,,0.92,3.04,,,,,3.1,15.18,,,,,5750,6021,,,,,32071
17982,104204225,,,Inactive,,,DRSC25681,,,,,,,,,9.35,13.69,,,,,22.86,30.97,,,,,6147,5355,,,,,318830
17983,104204226,,,Inactive,,,DRSC25682,,,,,,,,,3.82,3.48,,,,,8.36,6.54,,,,,6866,6043,,,,,39399
17984,104204227,,,Inactive,,,DRSC25683,DF,Unique,362,6,703,22,High,0.0607735,17.93,24.79,,,,,37.29,43.38,,,,,5963,5567,,,,,36730
17985,104204228,,,Inactive,,,DRSC25684,,,,,,,,,5.29,2.86,,,,,7.89,6.57,,,,,5364,6581,,,,,246600
17986,104204229,,,Inactive,,,DRSC25685,,,,,,,,,5.54,9.77,,,,,11.7,22.18,,,,,5580,5792,,,,,
17987,104204230,,,Inactive,,,DRSC25686,,,,,,,,,1.86,6.11,,,,,3.34,11.5,,,,,6342,6297,,,,,43655
17988,104204231,,,Inactive,,,DRSC25687,,,,,,,,,3.34,4.17,,,,,7.94,9.08,,,,,6311,5424,,,,,31128
17989,104204232,,,Inactive,,,DRSC25688,,,,,,,,,5.72,0.79,,,,,22.97,5.04,,,,,6117,6357,,,,,40738
17990,104204233,,,Inactive,,,DRSC25689,,,,,,,,,4.42,4.41,,,,,8.39,9.81,,,,,6283,6186,,,,,32058
17991,104204234,,,Inactive,,,DRSC25690,,,,,,,,,8.2,10.6,,,,,17.12,21.49,,,,,4868,4851,,,,,35797
17992,104204235,,,Inactive,,,DRSC25691,,,,,,,,,3.32,11.8,,,,,8.21,20.57,,,,,6384,5900,,,,,40117
17993,104204236,,,Inactive,,,DRSC25692,,,,,,,,,2.23,6.29,,,,,5.93,10.91,,,,,6534,5737,,,,,38773
17994,104204237,,,Inactive,,,DRSC25693,,,,,,,,,1.71,5,,,,,2.92,9.48,,,,,6018,6181,,,,,39453
17995,104204238,,,Inactive,,,DRSC25694,,,,,,,,,3.66,6.17,,,,,8.41,12.85,,,,,5706,5912,,,,,38472
17996,104204239,,,Inactive,,,DRSC25695,,,,,,,,,2.59,3.77,,,,,5.86,10.71,,,,,6286,6106,,,,,38480
17997,104204240,,,Inactive,,,DRSC25696,,,,,,,,,7.08,18.01,,,,,9.42,36.71,,,,,6722,6113,,,,,326132
17998,104204241,,,Inactive,,,DRSC25697,,,,,,,,,2.84,1.17,,,,,6.44,2.22,,,,,6410,6231,,,,,39018
17999,104204242,,,Inactive,,,DRSC25698,,,,,,,,,9.8,18.43,,,,,16.53,40.41,,,,,6605,6094,,,,,35651
18000,104204243,,,Inactive,,,DRSC25699,,,,,,,,,1.94,11.16,,,,,7.03,66.67,,,,,6094,6176,,,,,246670
18001,104204244,,,Inactive,,,DRSC25700,,,,,,,,,6.74,4.52,,,,,13.65,7.42,,,,,5608,5071,,,,,42572
18002,104204245,,,Inactive,,,DRSC25701,,,,,,,,,12.02,4.68,,,,,24.61,8.6,,,,,6296,5916,,,,,36248
18003,104204246,,,Inactive,,,DRSC25702,,,,,,,,,3,4.37,,,,,5.53,8.28,,,,,6301,6135,,,,,33266
18004,104204247,,,Inactive,,,DRSC25703,,,,,,,,,6.73,1.08,,,,,26.82,4.14,,,,,5691,6036,,,,,36399
18005,104204248,,,Inactive,,,DRSC25704,,,,,,,,,3.38,4.12,,,,,6.41,9.05,,,,,6414,6356,,,,,33074
18006,104204249,,,Inactive,,,DRSC25705,,,,,,,,,7.83,5.18,,,,,14.13,8.63,,,,,6408,6235,,,,,39246
18007,104204250,,,Inactive,,,DRSC25706,,,,,,,,,15.48,6.58,,,,,29.69,15.62,,,,,6310,6578,,,,,36829
18008,104204251,,,Inactive,,,DRSC25707,,,,,,,,,4.58,1.9,,,,,22.41,15.44,,,,,5869,6436,,,,,43367
18009,104204252,,,Inactive,,,DRSC25708,,,,,,,,,3.02,3.74,,,,,6.51,8.57,,,,,6087,6012,,,,,50252
18010,104204253,,,Inactive,,,DRSC25709,,,,,,,,,3.34,4.31,,,,,7.57,9.64,,,,,6018,6293,,,,,38336
18011,104204254,,,Inactive,,,DRSC25710,,,,,,,,,5.25,6.96,,,,,24.69,53.72,,,,,5622,6053,,,,,38015
18012,104204255,,,Inactive,,,DRSC25711,,,,,,,,,3.49,0.83,,,,,11.59,4.89,,,,,6650,6536,,,,,3772405
18013,104204256,,,Inactive,,,DRSC25712,,,,,,,,,5.63,5.89,,,,,11.48,11.58,,,,,6373,6278,,,,,"37623,37622"
18014,104204257,,,Inactive,,,DRSC25713,,,,,,,,,9.53,3.88,,,,,21.92,9.49,,,,,6192,6284,,,,,41660
18015,104204258,,,Inactive,,,DRSC25714,,,,,,,,,6.74,4.4,,,,,15.47,9.43,,,,,5908,5609,,,,,33696
18016,104204259,,,Inactive,,,DRSC25715,,,,,,,,,4.05,7.76,,,,,8.66,16.69,,,,,6093,6004,,,,,42492
18017,104204260,,,Inactive,,,DRSC25716,,,,,,,,,1.66,0.98,,,,,9.86,6.14,,,,,5960,5931,,,,,31290
18018,104204261,,,Inactive,,,DRSC25717,,,,,,,,,4.17,1.92,,,,,15.15,7.68,,,,,6194,6212,,,,,37778
18019,104204262,,,Inactive,,,DRSC25718,,,,,,,,,19.74,17.55,,,,,43.6,37.17,,,,,6054,6011,,,,,3885642
18020,104204263,,,Inactive,,,DRSC25719,,,,,,,,,1.27,2.46,,,,,3.26,4.53,,,,,6543,6637,,,,,7354434
18021,104204264,,,Inactive,,,DRSC25720,,,,,,,,,3.76,1.79,,,,,9.47,2.76,,,,,6308,5873,,,,,35046
18022,104204265,,,Inactive,,,DRSC25721,,,,,,,,,4.69,3.49,,,,,29.17,19.75,,,,,6458,6616,,,,,34226
18023,104204266,,,Inactive,,,DRSC25722,,,,,,,,,3.16,4.29,,,,,8.91,8.8,,,,,6620,6343,,,,,41964
18024,104204267,,,Inactive,,,DRSC25723,,,,,,,,,4,3.39,,,,,9.69,6.69,,,,,6378,6130,,,,,33304
18025,104204268,,,Inactive,,,DRSC25724,,,,,,,,,1.89,2.01,,,,,6.76,12.66,,,,,5601,6128,,,,,42367
18026,104204269,,,Inactive,,,DRSC25725,,,,,,,,,7.68,15.59,,,,,14.36,35.01,,,,,6116,6389,,,,,35518
18027,104204270,,,Inactive,,,DRSC25726,,,,,,,,,6.37,4.43,,,,,17.34,7.93,,,,,7033,6408,,,,,34683
18028,104204271,,,Inactive,,,DRSC25727,,,,,,,,,1.11,5.42,,,,,3.01,11.9,,,,,6824,6235,,,,,48805
18029,104204272,,,Inactive,,,DRSC25728,,,,,,,,,11.04,3.29,,,,,24.01,6.67,,,,,6451,5688,,,,,"3772506,3772439"
18030,104204273,,,Inactive,,,DRSC25729,DF,Common,366,2,728,5,High,0.0136612,17.94,13.84,,,,,57.95,66.5,,,,,6175,5558,,,,,31449
18031,104204274,,,Inactive,,,DRSC25730,,,,,,,,,10.65,7.06,,,,,23.68,15.37,,,,,5492,5294,,,,,
18032,104204275,,,Inactive,,,DRSC25731,,,,,,,,,3.63,10.83,,,,,9,17.74,,,,,5848,5080,,,,,31933
18033,104204276,,,Inactive,,,DRSC25732,DF,Common,366,2,723,10,High,0.0273224,20.86,22.64,,,,,48.38,47.95,,,,,6569,5680,,,,,38572
18034,104204277,,,Inactive,,,DRSC25733,,,,,,,,,1.94,4.72,,,,,4.16,10.18,,,,,6456,6292,,,,,38066
18035,104204278,,,Inactive,,,DRSC25734,,,,,,,,,4.23,1.63,,,,,26.1,6.37,,,,,5459,6000,,,,,53564
18036,104204279,,,Inactive,,,DRSC25735,,,,,,,,,1.46,1.84,,,,,3.01,4.51,,,,,6296,6527,,,,,38068
18037,104204280,,,Inactive,,,DRSC25736,,,,,,,,,2.35,2.25,,,,,3.81,5.35,,,,,6562,6751,,,,,318008
18038,104204281,,,Inactive,,,DRSC25737,,,,,,,,,7.6,2.09,,,,,16.95,4.09,,,,,5788,5730,,,,,37132
18039,104204282,,,Inactive,,,DRSC25738,,,,,,,,,3.7,2.48,,,,,7.17,5.32,,,,,6438,5957,,,,,317938
18040,104204283,,,Inactive,,,DRSC25739,,,,,,,,,11.33,14.67,,,,,18.45,33.12,,,,,6769,5721,,,,,59150
18041,104204284,,,Inactive,,,DRSC25740,,,,,,,,,3.44,2.82,,,,,5.69,5.18,,,,,6533,6137,,,,,43535
18042,104204285,,,Inactive,,,DRSC25741,,,,,,,,,6.86,2.58,,,,,19.1,6.04,,,,,6401,6347,,,,,36507
18043,104204286,,,Inactive,,,DRSC25742,,,,,,,,,2.77,1.29,,,,,6.19,3.2,,,,,6105,6041,,,,,34695
18044,104204287,,,Inactive,,,DRSC25743,,,,,,,,,3.44,4.23,,,,,13.12,26.27,,,,,6623,6241,,,,,43652
18045,104204288,,,Inactive,,,DRSC25744,,,,,,,,,0.79,2,,,,,1.68,4.84,,,,,6355,6049,,,,,41150
18046,104204289,,,Inactive,,,DRSC25745,,,,,,,,,7.53,6.97,,,,,17.4,16.9,,,,,6843,6962,,,,,318623
18047,104204290,,,Inactive,,,DRSC25746,,,,,,,,,0.6,4.03,,,,,2.04,23.34,,,,,6122,6158,,,,,35728
18048,104204291,,,Inactive,,,DRSC25747,,,,,,,,,9.21,24.53,,,,,20.08,53.88,,,,,6220,6106,,,,,34257
18049,104204292,,,Inactive,,,DRSC25748,,,,,,,,,11.26,6.62,,,,,19.38,13.34,,,,,6086,5561,,,,,31797
18050,104204293,,,Inactive,,,DRSC25749,,,,,,,,,7.5,9.21,,,,,46.95,43.67,,,,,5759,5680,,,,,31760
18051,104204294,,,Inactive,,,DRSC25750,,,,,,,,,7.52,6.64,,,,,30.07,31.68,,,,,5836,5900,,,,,31603
18052,104204295,,,Inactive,,,DRSC25751,DF,Common,366,2,716,17,High,0.0464481,12.81,18.26,,,,,46.37,86.84,,,,,5505,6064,,,,,31767
18053,104204296,,,Inactive,,,DRSC25752,,,,,,,,,3.95,2.11,,,,,18.78,10.49,,,,,6235,6118,,,,,33240
18054,104204297,,,Inactive,,,DRSC25753,,,,,,,,,2.06,2.62,,,,,7.07,17.31,,,,,6077,6189,,,,,3772397
18055,104204298,,,Inactive,,,DRSC25754,,,,,,,,,4.78,7.57,,,,,9.27,17.43,,,,,6464,5771,,,,,34469
18056,104204299,,,Inactive,,,DRSC25755,,,,,,,,,2.43,5.91,,,,,4.41,13.68,,,,,6534,6836,,,,,31516
18057,104204300,,,Inactive,,,DRSC25756,,,,,,,,,2.95,7.45,,,,,7.59,15.21,,,,,6783,5757,,,,,7354434
18058,104204301,,,Inactive,,,DRSC25757,,,,,,,,,1.44,3.31,,,,,2.25,7.73,,,,,6388,6346,,,,,318943
18059,104204302,,,Inactive,,,DRSC25758,,,,,,,,,2.77,2.07,,,,,6.36,3.73,,,,,6425,6028,,,,,39725
18060,104204303,,,Inactive,,,DRSC25759,,,,,,,,,2.8,1.14,,,,,22.56,5.59,,,,,6252,6379,,,,,49807
18061,104204304,,,Inactive,,,DRSC25760,,,,,,,,,7.07,5.01,,,,,15.73,12.27,,,,,6503,6148,,,,,43422
18062,104204305,,,Inactive,,,DRSC25761,,,,,,,,,3.18,4.26,,,,,6.34,9.64,,,,,6791,6315,,,,,
18063,104204306,,,Inactive,,,DRSC25762,,,,,,,,,1.49,5.53,,,,,11.96,34.83,,,,,6124,6343,,,,,37447
18064,104204307,,,Inactive,,,DRSC25763,,,,,,,,,2.1,2.11,,,,,4.63,4.34,,,,,5528,5916,,,,,318794
18065,104204308,,,Inactive,,,DRSC25764,,,,,,,,,1.4,6.93,,,,,3.89,13.97,,,,,6715,6318,,,,,32441
18066,104204309,,,Inactive,,,DRSC25765,,,,,,,,,1.1,5.42,,,,,11.31,36.92,,,,,6631,6605,,,,,44505
18067,104204310,,,Inactive,,,DRSC25766,,,,,,,,,0.61,4.38,,,,,6.98,24.24,,,,,6212,5596,,,,,43651
18068,104204311,,,Inactive,,,DRSC25767,,,,,,,,,9.79,3.41,,,,,55.1,16.48,,,,,5998,5901,,,,,8674091
18069,104204312,,,Inactive,,,DRSC25768,,,,,,,,,1.15,0.33,,,,,8.1,1.43,,,,,6776,6412,,,,,36555
18070,104204313,,,Inactive,,,DRSC25769,,,,,,,,,1.1,0.26,,,,,7.57,1.29,,,,,6105,6235,,,,,43725
18071,104204314,,,Inactive,,,DRSC25770,,,,,,,,,3.14,1.09,,,,,18.68,3.42,,,,,6372,6120,,,,,40620
18072,104204315,,,Inactive,,,DRSC25771,,,,,,,,,4.46,2.11,,,,,22.78,8.37,,,,,5965,6154,,,,,31778
18073,104204316,,,Inactive,,,DRSC25772,,,,,,,,,0.76,1.53,,,,,5.16,8.19,,,,,6077,6474,,,,,36075
18074,104204317,,,Inactive,,,DRSC25773,,,,,,,,,3.03,0.65,,,,,15.94,6.96,,,,,6344,6449,,,,,31523
18075,104204318,,,Inactive,,,DRSC25774,,,,,,,,,2.45,1.78,,,,,22.5,14.72,,,,,6122,6405,,,,,38438
18076,104204319,,,Inactive,,,DRSC25775,,,,,,,,,3.34,4.55,,,,,17.22,20.94,,,,,6326,6155,,,,,39198
18077,104204320,,,Inactive,,,DRSC25776,,,,,,,,,4.11,0.92,,,,,23.43,4.51,,,,,6469,6185,,,,,42385
18078,104204321,,,Inactive,,,DRSC25777,,,,,,,,,3.65,0.82,,,,,23.32,6.7,,,,,6731,6546,,,,,43495
