PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Calu_1_Mean,Calu_1[1],Calu_1[2],Calu_1[3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Averaged Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration
RESULT_UNIT,,,,,,,,PERCENT,PERCENT,PERCENT,PERCENT
243,126496768,21357370,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,APF_lib_15,112.442,117.24,111.612,108.474
244,126496769,53470222,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,APA_lib_15,107.329,102.226,109.815,109.945
245,126496770,44138050,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5N=C4,Inactive,0,,APV_lib_15,129.941,129.214,143.169,117.439
246,126496771,53470223,C1=CC=C2C=C(C=CC2=C1)NCCCN3C(=O)C4=CC=CC=C4C3=O,Inactive,0,,AMW_lib_15,144.9,140.631,152.465,141.605
247,126496772,53470224,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCNCC3=CC=CC=N3,Inactive,0,,AMX_lib_15,174.512,160.285,197.588,165.663
248,126496773,53470225,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCNC3=CC(=CC=C3)F,Inactive,0,,ANT_lib_15,166.356,161.251,169.83,167.985
249,126496774,53470226,CS(=O)(=O)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,7LE_lib_14,87.989,80.7319,89.719,93.5162
250,126496775,53470227,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=CC=C4C(F)(F)F,Inactive,0,,7T4_lib_14,94.8439,91.4495,90.9393,102.143
251,126496776,53470228,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,7NH_lib_14,126.738,113.025,128.194,138.996
252,126496777,53470229,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=C(C=C4)F,Inactive,0,,7MH_lib_14,129.34,126.223,129.159,132.638
253,126496778,53470230,CC1=CC(=C(C(=C1)C)S(=O)(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O)C,Inactive,0,,7LR_lib_14,132.972,122.118,128.855,147.942
254,126496779,53470231,COC1=CC=C(C=C1)S(=O)(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,7NQ_lib_14,140.351,141.405,134.815,144.833
255,126496780,53470232,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=CC=C4[N+](=O)[O-],Inactive,0,,7LC_lib_14,131.816,122.727,139.56,133.163
256,126496781,53470233,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=CC5=C4N=CC=C5,Inactive,0,,7M9_lib_14,120.549,118.884,127.78,114.983
257,126496782,53470234,CCS(=O)(=O)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,7RR_lib_14,121.437,118.195,118.868,127.249
258,126496783,53470235,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,0,,7LJ_lib_14,136.783,126.54,145.664,138.145
259,126496784,53470236,CCNC(=S)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,8KK_lib_14,143.813,147.51,143.137,140.793
260,126496785,53470237,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=S)NC4=CC=CC=N4,Inactive,0,,8JY_lib_14,147.67,145.931,154.706,142.374
261,126496786,53470238,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=S)NC4=CC(=C(C=C4)Cl)Cl,Inactive,0,,8K9_lib_14,169.998,184.424,168.266,157.303
262,126496787,53470239,CC1=CC=CC=C1NC(=S)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8JB_lib_14,172.976,172.726,182.282,163.92
263,126496788,53470240,CC1=CC(=CC=C1)NC(=S)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8JM_lib_14,147.908,131.957,145.974,165.792
264,126496789,53470241,CC1=CC=C(C=C1)NC(=S)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8HP_lib_14,152.367,126.329,161.347,169.425
265,126496790,53470242,COC1=CC=CC=C1NC(=S)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8AH_lib_14,151.734,128.139,149.207,177.856
266,126496791,53470243,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=S)NC4=CC=CC5=CC=CC=C54,Inactive,0,,8BQ_lib_14,152.188,135.104,154.54,166.921
267,126496792,53470244,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=S)NC4=CC=CC=C4F,Inactive,0,,8C1_lib_14,109.125,85.15,124.666,117.56
268,126496793,53470245,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)NCC4=CC(=CC=C4)F,Active,100,,7RV_lib_14,45.6281,45.6419,49.3166,41.9258
269,126496794,53470246,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)NC4=CC(=CC=C4)OC(F)(F)F,Inactive,0,,7QJ_lib_14,130.668,131.435,133.56,127.008
270,126496795,53470247,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)NC(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,7T1_lib_14,146.475,143.149,154.222,142.053
271,126496796,53470248,CCOC(=O)CNC(=O)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,7T6_lib_14,136.176,105.527,152.512,150.489
272,126496797,53470249,CC(=O)C1=CC(=CC=C1)NC(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,7TD_lib_14,136.725,119.022,138.106,153.048
273,126496798,53470250,C1CN(CCN1CCNC(=O)C2=CC3=CC=CC=C3C=C2)C4=CC=NC=C4,Inactive,0,,88C_lib_14,139.037,116.956,144.087,156.068
274,126496799,53470251,CC1=CC=C(C=C1)C(=O)NCCN2CCN(CC2)C3=CC=NC=C3,Inactive,0,,89X_lib_14,148.472,124.273,154.524,166.62
275,126496800,53470252,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=CC=NC=C3,Inactive,0,,874_lib_14,126.164,108.086,138.471,131.933
276,126496801,53470253,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)Cl)C3=CC=NC=C3,Inactive,0,,8AT_lib_14,121.321,104.606,123.297,136.06
277,126496802,35582404,CC1=CC=C(C=C1)C(=O)NCCN2CCN(CC2)C3=CC=CC=N3,Inactive,0,,8J4_lib_14,110.818,106.331,107.378,118.743
278,126496803,53470254,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,Inactive,0,,8JF_lib_14,125.946,104.652,132.898,140.29
279,126496804,53470255,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)Cl)C3=CC=CC=N3,Inactive,0,,8HT_lib_14,153.314,153.492,153.471,152.978
280,126496805,53470256,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)C(F)(F)F)C3=CC=CC=N3,Inactive,0,,8J3_lib_14,152.165,153.933,159.863,142.699
281,126496806,53470257,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)NC4=CC=CC(=C4)C(F)(F)F,Inactive,0,,8JJ_lib_14,135.055,150.45,137.538,117.178
282,126496807,53470258,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)NC4=CC=CC=C4C(F)(F)F,Inactive,0,,8GY_lib_14,130.889,131.696,135.705,125.267
283,126496808,53470259,C[C@H](C1=CC=CC=C1)NC(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8K5_lib_14,131.379,116.192,128.503,149.44
284,126496809,53470259,C[C@H](C1=CC=CC=C1)NC(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8J6_lib_14,118.453,103.29,115.774,136.294
285,126496811,53470261,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)NC4=CC=CC=C4F,Inactive,0,,8H9_lib_14,101.72,99.3164,96.1848,109.659
286,126496812,53470262,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)NC4=CC(=CC=C4)F,Active,100,,8H0_lib_14,20.0922,22.9821,22.6453,14.6493
287,126496813,53470263,CC1=CC(=CC=C1)NC(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8GP_lib_14,67.6266,65.9532,62.2196,74.7072
288,126496814,53470264,C1CN(CCC1N2C3=C(C=CC(=C3)F)NC2=O)CCNC(=O)C4=CC=C(C=C4)C(F)(F)F,Active,100,,BHC_lib_14,19.1216,22.6168,19.3328,15.415
289,126496815,44573728,C1CN(CCC1N2C3=C(C=CC(=C3)F)NC2=O)CCNC(=O)C4=CC(=C(C=C4)F)F,Active,100,,BHD_lib_14,0,0,0,0
290,126496816,44573727,C1CN(CCC1N2C3=C(C=CC(=C3)F)NC2=O)CCNC(=O)C4=CC=C(C=C4)Cl,Active,100,,BTQ_lib_14,0,0,0,0
291,126496817,53470265,CC1=CC=C(C=C1)C(=O)NCCN2CCC(CC2)N3C4=C(C=C(C=C4)Br)NC3=O,Active,100,,BPX_lib_14,3.73534,1.35664,2.63031,7.21906
292,126496818,21428895,C1CN(CCC1N2C3=C(C=C(C=C3)Br)NC2=O)CCNC(=O)C4=CC=C(C=C4)F,Active,100,,BPW_lib_14,0,0,0,0
293,126496819,44573690,C1CN(CCC1N2C3=C(C=C(C=C3)Br)NC2=O)CCNC(=O)C4=CC=C(C=C4)Cl,Active,100,,BQV_lib_14,0,0,0,0
294,126496820,53470266,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC5=C4N=CC=C5,Active,100,,8CM_lib_14,30.6616,29.6385,34.2883,28.058
295,126496821,53470267,C1CCCC(CC1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,8AP_lib_14,98.8932,92.0459,101.618,103.016
296,126496822,53470268,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)CCC4=CC=CC=C4,Inactive,0,,8AE_lib_14,76.1119,76.614,78.3907,73.3309
297,126496823,53470269,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C5CC=C6CC=CC7=C6C5=C(C=C7)C=C4,Inactive,0,,8AQ_lib_14,95.5774,91.7609,94.8747,100.097
298,126496824,53470270,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=NC5=CC=CC=C5N=C4,Inactive,0,,8B2_lib_14,83.7051,72.1304,96.256,82.7288
299,126496825,53470271,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)NCCN3CCN(CC3)C4=CC=NC=C4,Inactive,0,,8TX_lib_14,204.059,198.583,196.639,216.953
300,126496826,53470272,CN1C2=CC=CC=C2C=C1C(=O)NCCN3CCN(CC3)C4=CC=NC=C4,Inactive,0,,8T1_lib_14,188.138,206.312,194.256,163.846
301,126496827,53470273,C1CN(CCN1CCNC(=O)C2=C3C=CC=CC3=CC4=CC=CC=C42)C5=CC=NC=C5,Inactive,0,,8TW_lib_14,182.961,203.201,183.022,162.66
302,126496828,53470274,C1CN(CCN1CCNC(=O)C2=C(C=C(C=C2)F)O)C3=CC=NC=C3,Inactive,0,,8TM_lib_14,151.684,139.718,139.24,176.094
303,126496829,53470275,C1CN(CCN1CCNC(=O)C2=CC3=CC=CC=C3S2)C4=CC=NC=C4,Inactive,0,,8UA_lib_14,147.236,122.422,137.994,181.291
304,126496830,53470276,C1CN(CCN1CCNC(=O)C2=CC=CC=C2C3=CC=CC=C3)C4=CC=NC=C4,Inactive,0,,8VG_lib_14,146.554,128.595,151.73,159.337
305,126496831,53470277,C1CN(CCN1CCNC(=O)C2=CC3=C(N2)C=CC(=C3)F)C4=CC=NC=C4,Inactive,0,,8UJ_lib_14,162.237,144.894,169.212,172.606
306,126496832,53470278,COC1=C(C=CC(=C1)C(=O)NCCN2CCN(CC2)C3=CC=NC=C3)N,Inactive,0,,8UK_lib_14,90.6884,86.0478,87.7662,98.2511
307,126496833,49817107,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)Cl)C3=NC=CC=N3,Inactive,0,,8KE_lib_14,80.859,68.7963,75.233,98.5478
308,126496834,53470279,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=NC=CC=N3,Inactive,0,,8K2_lib_14,76.4694,63.6765,76.3481,89.3835
309,126496835,53470280,CC1=CC=C(C=C1)C(=O)NCCN2CCN(CC2)C3=NC=CC=N3,Inactive,0,,8H6_lib_14,84.151,66.5043,91.3487,94.5998
310,126496836,53470281,C1CN(CCN1CCNC(=O)C2=CC3=CC=CC=C3C=C2)C4=NC=CC=N4,Inactive,0,,8KD_lib_14,118.106,106.725,120.608,126.985
311,126496837,53470282,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC=C(C=C3)C(F)(F)F,Inactive,0,,8GH_lib_14,101.81,85.3473,106.977,113.106
312,126496838,53470283,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC=C(C=C3)Cl,Inactive,0,,8GU_lib_14,96.1456,81.964,88.2442,118.229
313,126496839,53470284,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC=C(C=C3)F,Inactive,0,,8JQ_lib_14,110.387,97.8338,107.343,125.984
314,126496840,53470285,CC1=CC=C(C=C1)C(=O)NCCN2CCN(CC2)C3=CC(=CC=C3)OC,Inactive,0,,8GJ_lib_14,84.8334,92.2949,89.2186,72.9866
315,126496841,53470286,COC1=CC=CC(=C1)N2CCN(CC2)CCNC(=O)C3=CC4=CC=CC=C4C=C3,Inactive,0,,8K4_lib_14,77.6768,88.3569,71.8985,72.775
316,126496842,53470287,C1CN(CCC1N2C3=C(C=CC(=C3)F)NC2=O)CCNC(=O)C4=CC(=C(C=C4)Cl)Cl,Active,100,,BJH_lib_14,0,0,0,0
317,126496843,53470288,C1CN(CCC1N2C3=C(C=CC(=C3)F)NC2=O)CCNC(=O)C4=CC=CC5=C4C(=O)C6=CC=CC=C56,Active,100,,BKG_lib_14,0,0,0,0
318,126496844,44573688,C1CN(CCC1N2C3=C(C=C(C=C3)F)NC2=O)CCNC(=O)C4=CC=C(C=C4)Cl,Active,100,,9XG_lib_14,5.66635,3.85392,3.93553,9.20959
319,126496845,44573689,C1CN(CCC1N2C3=C(C=C(C=C3)F)NC2=O)CCNC(=O)C4=CC=C(C=C4)F,Active,100,,9XT_lib_14,5.57676,6.70503,6.72413,3.30113
320,126496846,44573687,C1CN(CCC1N2C3=C(C=C(C=C3)F)NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Active,100,,9WJ_lib_14,0,0,0,0
321,126496847,53470289,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCN.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,ALB_lib_13,62.3625,60.0671,61.7586,65.2617
322,126496848,53470290,C1CCC(C1)(CN2CCC(CC2)N3C4=C(C=C(C=C4)Cl)NC3=O)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AM4_lib_13,70.1605,69.3062,73.8003,67.3751
323,126496849,53470292,C1CCC(C1)(CN2CCC(CC2)C3=NC4=CC=CC=C4N3)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AJ6_lib_13,81.246,65.0224,97.7714,80.9443
324,126496850,53470294,CN1C2=CC=CC=C2N=C1C3CCN(CC3)CCN.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AL2_lib_13,74.9826,73.779,75.8957,75.2729
325,126496851,53470296,CN1C2=CC=CC=C2N=C1C3CCN(CC3)CC4(CCCC4)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,ALH_lib_13,94.9621,82.9092,100.009,101.968
326,126496852,53470298,C[C@@H](CN1CCC(CC1)C2=NC3=CC=CC=C3N2C)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AKX_lib_13,88.7665,89.8389,89.2763,87.1844
327,126496853,53470300,C1CCC(C1)(CN2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AM5_lib_13,85.327,85.9574,84.578,85.4456
328,126496854,53470302,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AKH_lib_13,96.3873,82.5457,104.326,102.29
329,126496855,53470304,C1CCC(C1)(CN2CCC(CC2)N3C4=CC=CC=C4NC3=O)N.C(C(=O)O)S(=O)(=O)[O-],Inactive,0,,AL3_lib_13,86.7805,77.7832,91.2792,91.2792
330,126496856,53470306,CC1=CC(=CC=C1)C(=O)N[C@@H](C)CN2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,0,,ALV_lib_13,69.9754,66.4059,68.9501,74.5703
331,126496857,53470307,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)NC(=O)[C@@H]4C[C@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,ALU_lib_13,70.5028,59.1131,71.3709,81.0243
332,126496858,53470309,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active,100,,AK8_lib_13,4.5592,7.7995,4.36497,1.51314
333,126496859,53470310,C[C@@H](CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,100,,ALJ_lib_13,34.2971,35.6462,35.8175,31.4278
334,126496860,53470311,CCC(=O)N[C@@H](C)CN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3.C(=O)(C(F)(F)F)O,Inactive,0,,AKT_lib_13,93.3324,86.8081,89.2503,103.939
335,126496861,53470313,C1C[NH+](CCC1N2C3=CC=CC=C3NC2=O)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A65_lib_12,76.2377,73.2018,75.2529,80.2583
336,126496862,53470315,C1C[NH+](CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A8A_lib_12,67.4967,63.0785,,71.9148
337,126496863,53470317,C1C[NH+](CCC1C2=NC3=CC=CC=C3N2)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A89_lib_12,95.3397,,105.906,84.7738
338,126496864,53470319,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,A6E_lib_12,84.5686,73.834,85.5924,94.2793
339,126496865,53470321,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=C(C=C4)C(=O)OC5=O,Inactive,0,,A7B_lib_12,102.885,106.705,97.7724,104.178
340,126496866,53470323,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,,A88_lib_12,99.2275,97.5036,96.7496,103.429
341,126496867,53470324,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=C(C=C4)OCO5,Inactive,0,,A6R_lib_12,92.4407,88.6119,101.79,86.9207
342,126496868,53470326,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=[NH+]C5=CC=CC=C5[NH+]=C4,Inactive,0,,A6F_lib_12,96.53,87.1455,81.8286,120.616
343,126496869,53470327,C1CC[NH+](C1)CC[NH+]2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4,Inactive,0,,AK5_lib_12,115.58,114.699,113.466,118.576
344,126496870,53470329,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CC(=O)C4=CC=CC=C4,Inactive,0,,AKF_lib_12,101.844,104.8,107.263,93.4681
345,126496871,53470331,C1CC[NH+](C1)CCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,AL0_lib_12,111.507,103.791,111.217,119.513
346,126496872,53470333,C1C[NH+](CCC1N2C3=CC=CC=C3NC2=O)CC(=O)C4=CC=CC=C4,Inactive,0,,AL1_lib_12,119.088,111.319,120.671,125.273
347,126496873,53470334,C1C[NH+](CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4C[C@H]4C5=CC=CC=C5,Inactive,0,,AKQ_lib_12,137.56,116.757,151.937,143.986
348,126496874,53470336,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4CC5=CC=CC=C5C=C4,Active,100,,8H2_lib_11,32.9823,27.2805,34.5835,37.0828
349,126496875,53470337,C1CC2=CC=CC=C2CC1C(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,8GR_lib_11,77.8498,80.3416,86.6554,66.5524
350,126496876,53470338,C1CCC2=C(C1)C=CC(=C2)C(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,8HY_lib_11,83.6182,90.2071,82.4066,78.2409
351,126496877,53470339,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=C5CCC6=CC=CC(=C65)C=C4,Inactive,0,,8JW_lib_11,93.4016,95.9157,94.5999,89.6892
352,126496878,53470340,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)CC4=CC5=CC=CC=C5C=C4,Inactive,0,,8HC_lib_11,87.6609,75.8688,89.6212,97.4927
353,126496879,53470341,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC=C4C5=CC=CC=C5,Inactive,0,,8HM_lib_11,92.0546,82.9862,95.6375,97.5402
354,126496880,53470342,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=C(C=C4)CC5=CC=CC=C5,Inactive,0,,8H1_lib_11,91.549,77.8751,91.7837,104.988
355,126496881,53470343,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C6=C4C=CC7=CC=CC=C76,Inactive,0,,8JK_lib_11,101.688,86.727,104.635,113.701
356,126496882,53470344,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C=C4)C6=C(C=CC7=CC=CC=C76)C=C5,Inactive,0,,8K7_lib_11,74.7979,64.7689,81.0656,78.5591
357,126496883,53470345,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C6=CC=CC=C6C=C5)C7=CC=CC=C74,Inactive,0,,8J8_lib_11,76.5774,76.9406,76.6048,76.1867
358,126496884,53470346,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C6=CC=CC=C64,Active,100,,8J9_lib_11,7.23347,7.65934,3.86245,10.1786
359,126496885,53470347,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC=CC5=C4C6=CC=CC=C6C=C5,Inactive,0,,8HX_lib_11,75.1992,69.9807,72.211,83.4058
360,126496886,53470348,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)NCCN3CCC(CC3)N4C5=CC=CC=C5NC4=O,Inactive,0,,8J7_lib_11,103.855,105.414,105.024,101.126
361,126496887,53470349,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6,Inactive,0,,8HA_lib_11,99.0482,102.714,104.076,90.3545
362,126496888,44573597,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C#CC4=CC=CC=C4,Active,100,,8HN_lib_11,11.7613,12.1558,13.988,9.14016
363,126496889,53470350,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)NCCN4CCC(CC4)N5C6=CC=CC=C6NC5=O,Inactive,0,,883_lib_11,98.1321,88.2175,107.439,98.7397
364,126496890,53470351,C1CCCCCC(CCCC1)C(=O)NCCN2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,88P_lib_11,85.8544,66.5276,92.6953,98.3403
365,126496891,44438309,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=CC=CC=C5N=C4,Active,100,,890_lib_11,0,0,0,0
366,126496892,53470352,C=CCCCCCCCCC(=O)NCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,,7T8_lib_11,81.3393,74.1754,85.1678,84.6749
367,126496893,53470353,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)N4C5=CC=CC=C5C=CC6=CC=CC=C64,Inactive,0,,7Q6_lib_11,92.3168,82.4241,95.7538,98.7724
368,126496894,44573598,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C=C4)N=CC=C5,Active,100,,8HD_lib_11,32.8726,24.2485,40.2411,34.1282
369,126496895,44438304,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)CCC4=CC=C(C=C4)F,Inactive,0,,8H3_lib_11,75.2118,76.2472,82.8676,66.5206
370,126496896,44573641,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC5=C(C=C4)C=C(C=C5)F,Active,100,,8JA_lib_11,41.2349,42.3239,45.4996,35.8813
371,126496897,53470354,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=NC=CN=C4,Inactive,0,,8J1_lib_11,76.6638,76.7755,82.1866,71.0292
372,126496898,50985841,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,Inactive,0,,8KJ_lib_11,89.6945,78.3359,92.4139,98.3336
373,126496899,53470355,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-],Active,100,,8JX_lib_11,49.9631,43.865,50.0439,55.9806
374,126496900,53470356,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCN(C(=O)C4=CC=C(C=C4)Cl)C(=O)C5=CC=C(C=C5)Cl,Inactive,0,,7R2_lib_11,63.8724,57.1393,55.3991,79.0789
375,126496901,53470357,C1CN(CCC1N2C3=CC=CC=C3N(C2=O)C(=O)C4=CC=C(C=C4)Cl)CCNC(=O)C5=CC=C(C=C5)Cl,Active,100,,7RK_lib_11,27.793,26.8322,25.9607,30.5862
376,126496902,53470358,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCNS(=O)(=O)C4=C(C=CC(=C4)Cl)Cl,Inactive,0,,7QM_lib_11,104.271,99.7453,115.026,98.042
